,Suite,Tempo do Imóvel,academia,area_total,area_util,bairro,banheiros,churrasqueira,condominio,elevador,iptu,piscina,preco,quartos,salao_festa,tipo,vagas,Bairro
950,,,0,65,,Cerâmica,3,0,535.0,1,,0,430000,2,1,2,3,
951,,,0,80,,Jardim Sao Caetano,1,1,105.0,1,,1,495000,3,1,2,1,
952,,,1,264,,Olímpico,4,1,500.0,1,,0,1980000,3,1,2,4,
953,,,1,113,,Santo Antônio,2,1,520.0,1,,0,1130000,2,1,2,2,
954,,,0,61,,Fundação,2,1,19.0,1,,1,331000,2,0,2,2,
955,,,0,90,,Cerâmica,1,1,150.0,1,,1,990000,2,1,2,1,
956,,,0,106,,Santa Paula,2,1,511.0,1,,0,550000,3,1,2,2,
957,,,0,68,,Cerâmica,2,1,515.0,1,,1,6498000,2,0,2,2,
958,,,0,68,,Barcelona,2,0,508.0,1,,0,450000,2,0,2,2,
959,,,0,67,,Barcelona,1,1,550.0,1,,1,455000,2,1,2,1,
960,,,0,88,,Barcelona,2,1,1.0,1,,1,450000,3,1,2,2,
961,,,1,62,,Santo Antônio,1,0,450.0,1,,0,475000,2,1,2,1,
962,,,0,79,,Mauá,2,1,385.0,1,,1,495000,3,1,2,2,
963,,,0,150,,Centro,1,1,561.0,1,,1,630000,4,1,2,1,
964,,,0,61,,Osvaldo Cruz,2,1,775.0,1,,1,510000,2,1,2,2,
965,,,0,76,,Santa Maria,3,1,450.0,1,,1,4199000,2,1,2,3,
966,,,1,79,,Boa Vista,1,1,878.0,1,,0,700000,3,1,2,1,
967,,,0,55,,Olímpico,1,0,738.0,1,,1,2969000,2,1,2,1,
968,,,0,174,,Santa Paula,1,1,395.0,1,,1,990000,3,1,2,1,
969,,,1,65,,Boa Vista,2,1,410.0,0,,0,365000,2,0,2,2,
970,,,1,90,,Olímpico,2,0,482.0,1,,0,850000,2,1,2,2,
971,,,0,90,,Santa Paula,2,1,478.0,1,,1,650000,3,1,2,2,
972,,,1,180,,Santa Paula,3,0,300.0,0,,1,1200000,3,1,2,3,
973,,,0,67,,Santa Maria, -- ,1,351.0,1,,1,240000,3,1,2, -- ,
974,,,1,65,,Barcelona,2,1,568.0,1,,0,435000,2,1,2,2,
975,,,0,70,,Olímpico,2,1,430.0,1,,1,395000,2,1,2,2,
976,,,1,75,,Santa Maria,1,0,105.0,0,,1,460000,2,1,2,1,
977,,,1,160,,Santa Maria,4,1,500.0,0,,1,7499000,3,1,2,4,
978,,,0,84,,Santa Paula,3,0,520.0,1,,0,750000,3,1,2,3,
979,,,0,140,,Nova Gerty,3,1,19.0,1,,1,500000,2,1,2,3,
980,,,0,56,,Cerâmica, 2-3 ,0,150.0,1,,0,459000,2,1,2, 2-3 ,
981,,,0,68,,Cerâmica,2,1,511.0,1,,1,720000,2,1,2,2,
982,,,1,64,,Santa Maria,2,1,515.0,1,,0,390000,2,1,2,2,
983,,,1,65,,Cerâmica,1,1,508.0,1,,0,430000,2,1,2,1,
984,,,0,80,,Jardim Sao Caetano,2,1,550.0,1,,1,495000,3,0,2,2,
985,,,0,264,,Olímpico,1,1,1.0,1,,1,1980000,3,1,2,1,
986,,,0,113,,Santo Antônio,2,1,450.0,1,,0,1130000,2,1,2,2,
987,,,0,61,,Fundação,1,1,385.0,1,,1,331000,2,0,2,1,
988,,,0,90,,Cerâmica,2,0,561.0,1,,0,990000,2,0,2,2,
989,,,0,106,,Santa Paula,1,1,14.0,1,,1,550000,3,1,2,1,
990,,,0,68,,Cerâmica,3,1,775.0,1,,1,6498000,2,1,2,3,
991,,,1,68,,Barcelona,2,0,450.0,1,,0,450000,2,1,2,2,
992,,,0,67,,Barcelona,1,1,878.0,1,,1,455000,2,1,2,1,
993,,,0,88,,Barcelona,2,1,738.0,1,,1,450000,3,1,2,2,
994,,,0,62,,Santo Antônio,2,0,395.0,1,,0,475000,2,0,2,2,
995,,,0,79,,Mauá, -- ,1,410.0,1,,1,495000,3,1,2, -- ,
996,,,0,150,,Centro,1,1,447.0,1,,1,630000,4,1,2,1,
997,,,0,76,,Santa Maria,3,0,478.0,1,,1,4199000,2,1,2,3,
998,,,0,79,,Boa Vista,1,1,300.0,1,,1,700000,3,1,2,1,
999,,,1,174,,Santa Paula,3,1,351.0,0,,0,990000,3,0,2,3,
1000,,,0,65,,Boa Vista,3,1,568.0,1,,1,365000,2,1,2,3,
1001,,,1,90,,Olímpico,2,0,430.0,1,,0,850000,2,1,2,2,
1002,,,0,90,,Santa Paula,1,1,535.0,1,,1,650000,3,1,2,1,
1003,,,0,180,,Santa Paula,1,1,500.0,1,,1,1200000,3,1,2,1,
1004,,,1,67,,Santa Maria,1,1,520.0,1,,0,240000,3,1,2,1,
1005,,,0,70,,Olímpico,1,1,19.0,1,,1,395000,2,1,2,1,
1006,,,0,75,,Santa Maria,1,0,150.0,0,,0,460000,2,0,2,1,
1007,,,1,160,,Santa Maria,2,0,511.0,0,,1,7499000,3,1,2,2,
1008,,,1,84,,Santa Paula,2,1,515.0,0,,1,750000,3,1,2,2,
1009,,,0,140,,Nova Gerty,2,1,550.0,1,,1,500000,2,1,2,2,
1010,,,0,56,,Cerâmica,3,0,1.0,1,,0,459000,2,1,2,3,
1011,,,0,68,,Cerâmica,1,1,450.0,1,,1,720000,2,1,2,1,
1012,,,1,64,,Santa Maria,3,1,385.0,1,,0,390000,2,1,2,3,
1013,,,1,65,,Cerâmica,2,1,561.0,1,,0,430000,2,1,2,2,
1014,,,0,264,,Olímpico,3,1,14.0,1,,1,1980000,3,0,2,3,
1015,,,0,113,,Santo Antônio,3,1,775.0,1,,1,1130000,2,1,2,3,
1016,,,0,61,,Fundação,5,1,450.0,1,,0,331000,2,1,2,5,
1017,,,0,90,,Cerâmica,3,1,878.0,1,,1,990000,2,0,2,3,
1018,,,0,106,,Santa Paula,3,0,738.0,1,,0,550000,3,0,2,3,
1019,,,0,68,,Cerâmica,1,1,395.0,1,,1,6498000,2,1,2,1,
1020,,,0,68,,Barcelona,2,1,410.0,1,,1,450000,2,1,2,2,
1021,,,1,67,,Barcelona,2,0,447.0,1,,0,455000,2,1,2,2,
1022,,,0,88,,Barcelona,2,1,482.0,1,,1,450000,3,1,2,2,
1023,,,0,62,,Santo Antônio,1,1,478.0,1,,1,475000,2,1,2,1,
1024,,,0,79,,Mauá,2,0,300.0,1,,0,495000,3,0,2,2,
1025,,,0,40,,Nova Gerty,1,1,105.0,1,,1,319000,1,1,2,1,
1026,,,0,127,,Boa Vista,2,1,351.0,1,,1,530000,3,1,1,2,
1027,,,1,68,,Fundação,1,1,568.0,1,,0,420000,2,1,2,1,
1028,,,0,160,,Santo Antônio,2,0,430.0,1,,1,1050000,4,1,2,2,
1029,,,0,150,,Centro,2,1,535.0,1,,1,630000,4,1,2,2,
1030,,,0,61,,Osvaldo Cruz,2,1,500.0,1,,1,510000,2,1,2,2,
1031,,,1,76,,Santa Maria,2,0,520.0,1,,0,4199000,2,1,2,2,
1032,,,0,79,,Boa Vista,2,1,19.0,1,,1,700000,3,1,2,2,
1033,,,1,55,,Olímpico,1,0,150.0,0,,1,2969000,2,1,2,1,
1034,,,0,174,,Santa Paula,2,1,511.0,1,,1,990000,3,1,2,2,
1035,,,1,65,,Boa Vista,1,1,515.0,1,,0,365000,2,1,2,1,
1036,,,0,90,,Olímpico,2,0,550.0,0,,0,850000,2,0,2,2,
1037,,,1,90,,Santa Paula,3,0,1.0,0,,1,650000,3,1,2,3,
1038,,,1,180,,Santa Paula,3,1,450.0,0,,1,1200000,3,1,2,3,
1039,,,0,67,,Santa Maria,3,0,600.0,1,,0,240000,3,1,2,3,
1040,,,0,65,,Barcelona,1,0,385.0,1,,0,435000,2,1,2,1,
1041,,,0,70,,Olímpico,2,1,561.0,1,,1,395000,2,1,2,2,
1042,,,0,75,,Santa Maria,2,1,775.0,1,,1,460000,2,0,2,2,
1043,,,0,160,,Santa Maria,1,1,450.0,1,,1,7499000,3,1,2,1,
1044,,,0,84,,Santa Paula,3,1,878.0,1,,0,750000,3,1,2,3,
1045,,,0,140,,Nova Gerty,1,1,738.0,1,,1,500000,2,0,2,1,
1046,,,0,56,,Cerâmica,2,0,395.0,1,,0,459000,2,0,2,2,
1047,,,0,68,,Cerâmica,1,1,410.0,1,,1,720000,2,1,2,1,
1048,,,1,64,,Santa Maria,2,0,447.0,1,,0,390000,2,1,2,2,
1049,,,0,65,,Cerâmica,1,1,482.0,1,,1,430000,2,1,2,1,
1050,,,0,80,,Jardim Sao Caetano,2,1,478.0,1,,1,495000,3,1,2,2,
1051,,,0,264,,Olímpico,1,0,351.0,1,,0,1980000,3,0,2,1,
1052,,,0,113,,Santo Antônio,2,1,568.0,1,,1,1130000,2,1,2,2,
1053,,,0,61,,Fundação,1,1,430.0,1,,1,331000,2,1,2,1,
1054,,,1,90,,Cerâmica,2,1,535.0,1,,0,990000,2,1,2,2,
1055,,,0,106,,Santa Paula,1,0,105.0,1,,1,550000,3,1,2,1,
1056,,,1,68,,Cerâmica,1,1,500.0,0,,0,6498000,2,0,2,1,
1057,,,0,68,,Barcelona,2,1,520.0,1,,1,450000,2,1,2,2,
1058,,,1,67,,Barcelona,2,0,19.0,1,,0,455000,2,1,2,2,
1059,,,0,88,,Barcelona, -- ,1,150.0,1,,1,450000,3,1,2, -- ,
1060,,,1,62,,Santo Antônio,2,0,511.0,0,,1,475000,2,1,2,2,
1061,,,0,79,,Mauá,1,1,515.0,1,,1,495000,3,1,2,1,
1062,,,1,150,,Centro,3,1,508.0,1,,0,630000,4,1,2,3,
1063,,,0,61,,Osvaldo Cruz,2,0,1.0,0,,0,510000,2,0,2,2,
1064,,,1,76,,Santa Maria,2,0,450.0,0,,1,4199000,2,1,2,2,
1065,,,1,79,,Boa Vista,3,1,385.0,0,,1,700000,3,1,2,3,
1066,,,0,55,,Olímpico,3,0,561.0,1,,0,2969000,2,0,2,3,
1067,,,0,174,,Santa Paula,6,0,14.0,0,,0,990000,3,0,2,6,
1068,,,0,65,,Boa Vista,4,1,775.0,1,,1,365000,2,1,2,4,
1069,,,0,90,,Olímpico,2,1,878.0,1,,1,850000,2,1,2,2,
1070,,,0,90,,Santa Paula,4,0,738.0,1,,0,650000,3,1,2,4,
1071,,,0,180,,Santa Paula,2,1,395.0,1,,1,1200000,3,1,2,2,
1072,,,1,67,,Santa Maria,2,1,410.0,1,,0,240000,3,1,2,2,
1073,,,1,65,,Barcelona, -- ,1,447.0,1,,0,435000,2,1,2, -- ,
1074,,,0,70,,Olímpico,1,1,482.0,1,,1,395000,2,0,2,1,
1075,,,0,75,,Santa Maria,2,1,300.0,1,,0,460000,2,1,2,2,
1076,,,0,160,,Santa Maria,2,1,105.0,1,,1,7499000,3,0,2,2,
1077,,,0,84,,Santa Paula,3,0,351.0,1,,0,750000,3,0,2,3,
1078,,,0,140,,Nova Gerty,2,1,568.0,1,,1,500000,2,1,2,2,
1079,,,0,56,,Cerâmica,3,1,430.0,1,,1,459000,2,1,2,3,
1080,,,1,68,,Cerâmica,1,0,535.0,1,,0,720000,2,1,2,1,
1081,,,0,64,,Santa Maria,4,1,105.0,1,,1,390000,2,1,2,4,
1082,,,0,65,,Cerâmica,2,1,500.0,1,,1,430000,2,1,2,2,
1083,,,0,80,,Jardim Sao Caetano,2,0,520.0,1,,0,495000,3,0,2,2,
1084,,,0,264,,Olímpico,1,1,19.0,1,,1,1980000,3,1,2,1,
1085,,,1,113,,Santo Antônio,2,1,150.0,1,,0,1130000,2,1,2,2,
1086,,,0,61,,Fundação,2,0,511.0,1,,1,331000,2,1,2,2,
1087,,,0,90,,Cerâmica,2,1,515.0,1,,1,990000,2,1,2,2,
1088,,,1,106,,Santa Paula,1,1,508.0,0,,0,550000,3,0,2,1,
1089,,,0,68,,Cerâmica,2,1,550.0,1,,1,6498000,2,1,2,2,
1090,,,1,68,,Barcelona,1,0,1.0,1,,0,450000,2,1,2,1,
1091,,,0,67,,Barcelona,2,1,450.0,1,,1,455000,2,1,2,2,
1092,,,1,88,,Barcelona,1,0,600.0,0,,1,450000,3,1,2,1,
1093,,,0,62,,Santo Antônio,2,1,385.0,1,,1,475000,2,1,2,2,
1094,,,1,79,,Mauá,2,1,561.0,1,,0,495000,3,1,2,2,
1095,,,0,150,,Centro,3,1,14.0,1,,1,630000,4,1,2,3,
1096,,,1,61,,Osvaldo Cruz,1,0,450.0,0,,1,510000,2,1,2,1,
1097,,,1,76,,Santa Maria,1,1,878.0,0,,1,4199000,2,1,2,1,
1098,,,0,79,,Boa Vista,2,0,738.0,1,,0,700000,3,0,2,2,
1099,,,0,55,,Olímpico,1,0,395.0,0,,0,2969000,2,0,2,1,
1100,,,0,174,,Santa Paula,2,1,410.0,1,,1,990000,3,1,2,2,
1101,,,0,65,,Boa Vista,2,0,447.0,1,,0,365000,2,1,2,2,
1102,,,1,90,,Olímpico, -- ,1,478.0,1,,0,850000,2,1,2, -- ,
1103,,,1,90,,Santa Paula,2,1,568.0,1,,0,650000,3,1,2,2,
1104,,,0,180,,Santa Paula,2,1,430.0,1,,1,1200000,3,0,2,2,
1105,,,0,67,,Santa Maria,4,1,105.0,1,,1,240000,3,1,2,4,
1106,,,0,65,,Barcelona,1,1,500.0,1,,0,435000,2,1,2,1,
1107,,,0,70,,Olímpico,4,1,520.0,1,,1,395000,2,0,2,4,
1108,,,0,75,,Santa Maria,3,1,150.0,1,,1,460000,2,1,2,3,
1109,,,0,160,,Santa Maria, 2-3 ,1,515.0,1,,1,7499000,3,1,2, 2-3 ,
1110,,,1,84,,Santa Paula,2,0,508.0,1,,0,750000,3,1,2,2,
1111,,,0,140,,Nova Gerty,2,1,550.0,1,,1,500000,2,1,2,2,
1112,,,0,56,,Cerâmica,1,1,1.0,1,,1,459000,2,1,2,1,
1113,,,0,68,,Cerâmica,2,0,450.0,1,,0,720000,2,0,2,2,
1114,,,0,64,,Santa Maria,1,1,385.0,1,,1,390000,2,1,2,1,
1115,,,1,65,,Cerâmica,2,1,561.0,1,,0,430000,2,1,2,2,
1116,,,0,80,,Jardim Sao Caetano,1,0,14.0,1,,1,495000,3,1,2,1,
1117,,,0,264,,Olímpico,2,1,775.0,1,,1,1980000,3,1,2,2,
1118,,,1,113,,Santo Antônio,1,1,450.0,0,,0,1130000,2,0,2,1,
1119,,,0,61,,Fundação,3,1,878.0,1,,1,331000,2,1,2,3,
1120,,,1,90,,Cerâmica,2,0,738.0,1,,0,990000,2,1,2,2,
1121,,,0,106,,Santa Paula,1,1,395.0,1,,1,550000,3,1,2,1,
1122,,,1,68,,Cerâmica,2,0,410.0,0,,1,6498000,2,1,2,2,
1123,,,0,68,,Barcelona,2,1,447.0,1,,1,450000,2,1,2,2,
1124,,,1,67,,Barcelona, -- ,1,482.0,1,,0,455000,2,1,2, -- ,
1125,,,0,88,,Barcelona,1,1,478.0,1,,1,450000,3,1,2,1,
1126,,,0,62,,Santo Antônio,1,0,300.0,0,,0,475000,2,0,2,1,
1127,,,1,79,,Mauá,3,0,500.0,0,,1,495000,3,1,2,3,
1128,,,1,150,,Centro,1,1,12.0,0,,1,630000,4,1,2,1,
1129,,,0,76,,Santa Maria,3,0,780.0,0,,0,4199000,2,0,2,3,
1130,,,0,79,,Boa Vista,2,1,105.0,1,,1,700000,3,1,2,2,
1131,,,0,174,,Santa Paula,1,0,351.0,1,,0,990000,3,1,2,1,
1132,,,0,65,,Boa Vista,2,1,568.0,1,,1,365000,2,1,2,2,
1133,,,1,90,,Olímpico,1,1,430.0,1,,0,850000,2,1,2,1,
1134,,,1,90,,Santa Paula,1,1,535.0,1,,0,650000,3,1,2,1,
1135,,,0,180,,Santa Paula,1,1,500.0,1,,1,1200000,3,1,2,1,
1136,,,0,67,,Santa Maria,2,1,520.0,1,,0,240000,3,1,2,2,
1137,,,0,70,,Olímpico,2,1,19.0,1,,1,395000,2,0,2,2,
1138,,,0,75,,Santa Maria,3,0,150.0,1,,0,460000,2,0,2,3,
1139,,,0,160,,Santa Maria,2,1,511.0,1,,1,7499000,3,1,2,2,
1140,,,0,84,,Santa Paula,3,1,515.0,1,,1,750000,3,1,2,3,
1141,,,0,140,,Nova Gerty,3,1,550.0,1,,1,500000,2,1,2,3,
1142,,,0,56,,Cerâmica,2,1,1.0,1,,1,459000,2,1,2,2,
1143,,,0,68,,Cerâmica,3,0,450.0,1,,0,720000,2,0,2,3,
1144,,,0,64,,Santa Maria,3,1,600.0,1,,1,390000,2,1,2,3,
1145,,,1,65,,Cerâmica,5,1,385.0,1,,0,430000,2,1,2,5,
1146,,,0,264,,Olímpico,3,0,561.0,1,,1,1980000,3,1,2,3,
1147,,,0,113,,Santo Antônio,3,1,14.0,1,,1,1130000,2,1,2,3,
1148,,,1,61,,Fundação,1,1,775.0,0,,0,331000,2,0,2,1,
1149,,,0,90,,Cerâmica,2,1,450.0,1,,1,990000,2,1,2,2,
1150,,,1,106,,Santa Paula,2,0,878.0,1,,0,550000,3,1,2,2,
1151,,,0,68,,Cerâmica,2,1,738.0,1,,1,6498000,2,1,2,2,
1152,,,1,68,,Barcelona,1,0,395.0,0,,1,450000,2,1,2,1,
1153,,,0,67,,Barcelona,2,1,410.0,1,,1,455000,2,1,2,2,
1154,,,1,88,,Barcelona,1,1,447.0,1,,0,450000,3,1,2,1,
1155,,,0,62,,Santo Antônio,2,1,482.0,1,,1,475000,2,1,2,2,
1156,,,0,79,,Mauá,1,0,478.0,0,,0,495000,3,0,2,1,
1157,,,1,40,,Nova Gerty,2,0,105.0,0,,1,319000,1,1,2,2,
1158,,,1,127,,Boa Vista,2,1,351.0,0,,1,530000,3,1,1,2,
1159,,,0,68,,Fundação,2,0,568.0,1,,0,420000,2,0,2,2,
1160,,,0,160,,Santo Antônio,2,0,430.0,0,,0,1050000,4,0,2,2,
1161,,,0,61,,Osvaldo Cruz,2,0,535.0,1,,0,510000,2,1,2,2,
1162,,,0,76,,Santa Maria,1,0,500.0,1,,0,4199000,2,1,2,1,
1163,,,0,79,,Boa Vista,2,1,520.0,1,,1,700000,3,1,2,2,
1164,,,1,55,,Olímpico,1,1,19.0,1,,0,2969000,2,1,2,1,
1165,,,1,174,,Santa Paula,3,1,150.0,1,,0,990000,3,1,2,3,
1166,,,0,65,,Boa Vista,2,1,511.0,1,,1,365000,2,0,2,2,
1167,,,0,90,,Olímpico,3,1,515.0,1,,1,850000,2,1,2,3,
1168,,,0,90,,Santa Paula,3,1,550.0,1,,1,650000,3,0,2,3,
1169,,,0,180,,Santa Paula,1,0,1.0,1,,0,1200000,3,0,2,1,
1170,,,0,67,,Santa Maria,2,1,450.0,1,,1,240000,3,1,2,2,
1171,,,0,65,,Barcelona,2,1,600.0,1,,1,435000,2,1,2,2,
1172,,,1,70,,Olímpico,2,0,385.0,1,,0,395000,2,1,2,2,
1173,,,0,75,,Santa Maria,1,1,561.0,1,,1,460000,2,1,2,1,
1174,,,0,160,,Santa Maria,1,0,775.0,1,,0,7499000,3,0,2,1,
1175,,,0,84,,Santa Paula,2,1,450.0,1,,1,750000,3,1,2,2,
1176,,,0,140,,Nova Gerty,1,1,878.0,1,,1,500000,2,1,2,1,
1177,,,1,56,,Cerâmica,2,1,738.0,1,,0,459000,2,1,2,2,
1178,,,0,64,,Santa Maria,1,0,395.0,1,,1,390000,2,1,2,1,
1179,,,0,65,,Cerâmica,2,1,410.0,1,,1,430000,2,1,2,2,
1180,,,1,80,,Jardim Sao Caetano,1,1,447.0,0,,0,495000,3,0,2,1,
1181,,,0,264,,Olímpico,2,1,482.0,1,,1,1980000,3,1,2,2,
1182,,,1,113,,Santo Antônio,1,0,478.0,1,,0,1130000,2,1,2,1,
1183,,,0,61,,Fundação,2,1,105.0,1,,1,331000,2,1,2,2,
1184,,,1,90,,Cerâmica,1,0,351.0,0,,1,990000,2,1,2,1,
1185,,,0,106,,Santa Paula,1,1,568.0,1,,1,550000,3,1,2,1,
1186,,,1,68,,Cerâmica,2,1,430.0,1,,0,6498000,2,1,2,2,
1187,,,0,68,,Barcelona,2,1,535.0,1,,1,450000,2,1,2,2,
1188,,,0,67,,Barcelona, -- ,0,105.0,0,,0,455000,2,0,2, -- ,
1189,,,1,88,,Barcelona,2,0,500.0,0,,1,450000,3,1,2,2,
1190,,,1,62,,Santo Antônio,1,1,520.0,0,,1,475000,2,1,2,1,
1191,,,0,79,,Mauá,3,1,19.0,1,,1,495000,3,1,2,3,
1192,,,0,40,,Nova Gerty,1,0,150.0,1,,0,319000,1,1,2,1,
1193,,,0,127,,Boa Vista,2,1,511.0,1,,1,530000,3,1,1,2,
1194,,,1,61,,Osvaldo Cruz,2,1,515.0,1,,0,510000,2,1,2,2,
1195,,,0,76,,Santa Maria,3,1,550.0,1,,1,4199000,2,0,2,3,
1196,,,0,79,,Boa Vista,6,1,1.0,1,,1,700000,3,1,2,6,
1197,,,0,55,,Olímpico,4,1,450.0,1,,0,2969000,2,1,2,4,
1198,,,0,174,,Santa Paula,2,1,600.0,1,,1,990000,3,0,2,2,
1199,,,0,65,,Boa Vista,2,0,385.0,1,,0,365000,2,0,2,2,
1200,,,0,90,,Olímpico,4,1,561.0,1,,1,850000,2,1,2,4,
1201,,,1,90,,Santa Paula,2,0,775.0,1,,0,650000,3,1,2,2,
1202,,,0,180,,Santa Paula, -- ,1,450.0,1,,1,1200000,3,1,2, -- ,
1203,,,0,67,,Santa Maria,1,1,878.0,1,,1,240000,3,1,2,1,
1204,,,0,65,,Barcelona,1,0,738.0,1,,0,435000,2,0,2,1,
1205,,,0,70,,Olímpico,2,1,395.0,1,,1,395000,2,1,2,2,
1206,,,1,75,,Santa Maria,2,1,410.0,1,,0,460000,2,1,2,2,
1207,,,0,160,,Santa Maria,2,1,482.0,1,,1,7499000,3,1,2,2,
1208,,,1,84,,Santa Paula,3,1,478.0,0,,0,750000,3,0,2,3,
1209,,,0,140,,Nova Gerty,1,1,105.0,1,,1,500000,2,1,2,1,
1210,,,1,56,,Cerâmica,4,0,351.0,1,,0,459000,2,1,2,4,
1211,,,0,64,,Santa Maria,2,1,568.0,1,,1,390000,2,1,2,2,
1212,,,1,65,,Cerâmica,2,0,430.0,0,,1,430000,2,1,2,2,
1213,,,0,80,,Jardim Sao Caetano,1,1,535.0,1,,1,495000,3,1,2,1,
1214,,,1,264,,Olímpico,2,1,105.0,1,,0,1980000,3,1,2,2,
1215,,,0,113,,Santo Antônio,2,1,500.0,1,,1,1130000,2,1,2,2,
1216,,,0,61,,Fundação,2,0,520.0,0,,0,331000,2,0,2,2,
1217,,,1,90,,Cerâmica,1,0,19.0,0,,1,990000,2,1,2,1,
1218,,,1,106,,Santa Paula,2,1,150.0,0,,1,550000,3,1,2,2,
1219,,,0,68,,Cerâmica,1,0,511.0,1,,0,6498000,2,0,2,1,
1220,,,0,68,,Barcelona,2,0,515.0,0,,0,450000,2,0,2,2,
1221,,,0,67,,Barcelona,1,0,508.0,1,,0,455000,2,1,2,1,
1222,,,0,88,,Barcelona,2,1,550.0,1,,1,450000,3,1,2,2,
1223,,,0,62,,Santo Antônio,2,0,1.0,1,,0,475000,2,1,2,2,
1224,,,0,79,,Mauá,3,1,450.0,1,,1,495000,3,1,2,3,
1225,,,1,40,,Nova Gerty,1,1,600.0,1,,0,319000,1,1,2,1,
1226,,,1,127,,Boa Vista,1,1,385.0,1,,0,530000,3,1,1,1,
1227,,,0,61,,Osvaldo Cruz,1,1,561.0,1,,1,510000,2,0,2,1,
1228,,,0,76,,Santa Maria,1,1,775.0,1,,0,4199000,2,1,2,1,
1229,,,0,79,,Boa Vista,2,1,450.0,1,,1,700000,3,0,2,2,
1230,,,0,55,,Olímpico,2,0,878.0,1,,0,2969000,2,0,2,2,
1231,,,0,174,,Santa Paula,3,1,738.0,1,,1,990000,3,1,2,3,
1232,,,0,65,,Boa Vista, -- ,1,395.0,1,,1,365000,2,1,2, -- ,
1233,,,1,90,,Olímpico,2,0,410.0,1,,0,850000,2,1,2,2,
1234,,,0,90,,Santa Paula,4,1,482.0,1,,1,650000,3,1,2,4,
1235,,,0,180,,Santa Paula,1,0,478.0,1,,0,1200000,3,0,2,1,
1236,,,0,67,,Santa Maria,4,1,105.0,1,,1,240000,3,1,2,4,
1237,,,0,65,,Barcelona,3,1,568.0,1,,1,435000,2,1,2,3,
1238,,,1,70,,Olímpico,3,1,430.0,1,,0,395000,2,1,2,3,
1239,,,0,75,,Santa Maria, 2-3 ,0,105.0,1,,1,460000,2,1,2, 2-3 ,
1240,,,1,160,,Santa Maria,2,1,520.0,0,,0,7499000,3,0,2,2,
1241,,,0,84,,Santa Paula,1,1,19.0,1,,1,750000,3,1,2,1,
1242,,,1,140,,Nova Gerty,2,0,150.0,1,,0,500000,2,1,2,2,
1243,,,0,56,,Cerâmica,1,1,515.0,1,,1,459000,2,1,2,1,
1244,,,1,64,,Santa Maria,2,0,508.0,0,,1,390000,2,1,2,2,
1245,,,0,65,,Cerâmica,1,1,550.0,1,,1,430000,2,1,2,1,
1246,,,1,80,,Jardim Sao Caetano,2,1,1.0,1,,0,495000,3,1,2,2,
1247,,,0,264,,Olímpico,1,1,450.0,1,,1,1980000,3,1,2,1,
1248,,,0,113,,Santo Antônio,3,0,600.0,0,,0,1130000,2,0,2,3,
1249,,,1,61,,Fundação,2,0,385.0,0,,1,331000,2,1,2,2,
1250,,,1,90,,Cerâmica,1,1,561.0,0,,1,990000,2,1,2,1,
1251,,,0,106,,Santa Paula,2,0,14.0,1,,0,550000,3,1,2,2,
1252,,,0,68,,Cerâmica,2,1,775.0,1,,1,6498000,2,1,2,2,
1253,,,1,68,,Barcelona, -- ,1,450.0,1,,0,450000,2,1,2, -- ,
1254,,,0,67,,Barcelona,1,1,878.0,1,,1,455000,2,0,2,1,
1255,,,0,88,,Barcelona,1,1,738.0,1,,1,450000,3,1,2,1,
1256,,,0,62,,Santo Antônio,3,1,395.0,1,,0,475000,2,1,2,3,
1257,,,0,79,,Mauá,1,1,410.0,1,,1,495000,3,0,2,1,
1258,,,0,40,,Nova Gerty,3,0,447.0,1,,0,319000,1,0,2,3,
1259,,,0,127,,Boa Vista,3,1,482.0,1,,1,530000,3,1,1,3,
1260,,,1,150,,Centro,2,0,478.0,1,,0,630000,4,1,2,2,
1261,,,0,61,,Osvaldo Cruz,2,1,500.0,1,,1,510000,2,1,2,2,
1262,,,0,76,,Santa Maria,1,0,12.0,1,,0,4199000,2,0,2,1,
1263,,,0,79,,Boa Vista,1,1,105.0,1,,1,700000,3,1,2,1,
1264,,,1,55,,Olímpico,1,1,568.0,1,,0,2969000,2,1,2,1,
1265,,,0,174,,Santa Paula,1,0,430.0,1,,1,990000,3,1,2,1,
1266,,,1,65,,Boa Vista,2,1,105.0,0,,0,365000,2,0,2,2,
1267,,,1,90,,Olímpico,3,0,520.0,1,,0,850000,2,1,2,3,
1268,,,0,90,,Santa Paula,2,1,19.0,1,,1,650000,3,1,2,2,
1269,,,1,180,,Santa Paula,3,0,150.0,0,,1,1200000,3,1,2,3,
1270,,,0,67,,Santa Maria,1,1,515.0,1,,1,240000,3,1,2,1,
1271,,,1,65,,Barcelona,3,1,508.0,1,,0,435000,2,1,2,3,
1272,,,0,70,,Olímpico,2,1,550.0,1,,1,395000,2,1,2,2,
1273,,,1,75,,Santa Maria,3,0,450.0,0,,1,460000,2,1,2,3,
1274,,,1,160,,Santa Maria,5,1,600.0,0,,1,7499000,3,1,2,5,
1275,,,0,84,,Santa Paula,3,0,385.0,1,,0,750000,3,0,2,3,
1276,,,0,140,,Nova Gerty,3,0,561.0,0,,0,500000,2,0,2,3,
1277,,,0,56,,Cerâmica,1,1,14.0,1,,1,459000,2,1,2,1,
1278,,,0,68,,Cerâmica,2,1,775.0,1,,1,720000,2,1,2,2,
