,Suite,Tempo do Imóvel,academia,area_total,area_util,bairro,banheiros,churrasqueira,condominio,elevador,iptu,piscina,preco,quartos,salao_festa,tipo,vagas,Bairro
2913,,,0,65,,Boa Vista,2,1,508.0,1,,1,365000,2,1,2,2,
2914,,,0,90,,Olímpico,2,1,550.0,1,,0,850000,2,1,2,2,
2915,,,0,90,,Santa Paula,4,0,1.0,1,,0,650000,3,1,2,4,
2916,,,0,180,,Santa Paula,1,1,450.0,1,,1,1200000,3,1,2,1,
2917,,,0,67,,Santa Maria,3,1,385.0,1,,1,240000,3,1,2,3,
2918,,,1,70,,Olímpico,3,1,561.0,1,,0,395000,2,1,2,3,
2919,,,1,75,,Santa Maria, 2-3 ,1,14.0,1,,0,460000,2,1,2, 2-3 ,
2920,,,0,160,,Santa Maria,2,1,775.0,1,,1,7499000,3,0,2,2,
2921,,,0,84,,Santa Paula,2,1,450.0,1,,1,750000,3,1,2,2,
2922,,,0,140,,Nova Gerty,1,1,878.0,1,,0,500000,2,1,2,1,
2923,,,0,56,,Cerâmica,1,0,395.0,1,,0,459000,2,0,2,1,
2924,,,0,64,,Santa Maria,3,1,410.0,1,,1,390000,2,1,2,3,
2925,,,0,65,,Cerâmica,2,1,447.0,1,,1,430000,2,1,2,2,
2926,,,1,264,,Olímpico,1,0,482.0,1,,0,1980000,3,1,2,1,
2927,,,0,113,,Santo Antônio,2,1,478.0,1,,1,1130000,2,1,2,2,
2928,,,0,61,,Fundação,3,1,105.0,1,,1,331000,2,1,2,3,
2929,,,0,90,,Cerâmica,1,0,351.0,1,,0,990000,2,0,2,1,
2930,,,0,106,,Santa Paula,3,1,568.0,1,,1,550000,3,1,2,3,
2931,,,0,68,,Cerâmica,3,1,430.0,1,,1,6498000,2,1,2,3,
2932,,,1,68,,Barcelona,2,1,535.0,1,,0,450000,2,1,2,2,
2933,,,0,67,,Barcelona,1,0,105.0,1,,1,455000,2,1,2,1,
2934,,,0,88,,Barcelona,2,1,500.0,1,,1,450000,3,1,2,2,
2935,,,1,62,,Santo Antônio,1,1,520.0,0,,0,475000,2,0,2,1,
2936,,,0,79,,Mauá,2,1,19.0,1,,1,495000,3,1,2,2,
2937,,,1,40,,Nova Gerty,2,0,150.0,1,,0,319000,1,1,2,2,
2938,,,0,127,,Boa Vista,3,1,511.0,1,,1,530000,3,1,1,3,
2939,,,1,68,,Fundação,2,0,515.0,0,,1,420000,2,1,2,2,
2940,,,0,160,,Santo Antônio,3,1,508.0,1,,1,1050000,4,1,2,3,
2941,,,1,70,,Centro,1,1,550.0,1,,0,500000,2,1,2,1,
2942,,,0,150,,Santa Maria,3,1,1.0,1,,1,750000,2,1,2,3,
2943,,,0,150,,Centro,2,0,450.0,0,,0,630000,4,0,2,2,
2944,,,1,61,,Osvaldo Cruz,1,1,385.0,0,,1,510000,2,1,2,1,
2945,,,0,76,,Santa Maria,1,1,561.0,1,,1,4199000,2,1,2,1,
2946,,,0,79,,Boa Vista,3,0,14.0,1,,0,700000,3,1,2,3,
2947,,,0,55,,Olímpico,3,1,775.0,1,,1,2969000,2,1,2,3,
2948,,,1,174,,Santa Paula,5,1,450.0,1,,0,990000,3,1,2,5,
2949,,,1,65,,Boa Vista,3,1,878.0,1,,0,365000,2,1,2,3,
2950,,,0,90,,Olímpico,1,1,395.0,1,,1,850000,2,1,2,1,
2951,,,0,90,,Santa Paula,2,1,410.0,1,,0,650000,3,1,2,2,
2952,,,0,180,,Santa Paula,2,1,447.0,1,,1,1200000,3,0,2,2,
2953,,,0,67,,Santa Maria,2,0,482.0,1,,0,240000,3,0,2,2,
2954,,,0,65,,Barcelona,1,1,478.0,1,,1,435000,2,1,2,1,
2955,,,0,70,,Olímpico,2,1,105.0,1,,1,395000,2,1,2,2,
2956,,,0,75,,Santa Maria,2,1,568.0,1,,1,460000,2,1,2,2,
2957,,,0,160,,Santa Maria,1,1,430.0,1,,1,7499000,3,1,2,1,
2958,,,0,84,,Santa Paula,2,0,535.0,1,,0,750000,3,0,2,2,
2959,,,0,140,,Nova Gerty,1,1,105.0,1,,1,500000,2,1,2,1,
2960,,,1,56,,Cerâmica,3,1,500.0,1,,0,459000,2,1,2,3,
2961,,,0,68,,Cerâmica,2,0,520.0,1,,1,720000,2,1,2,2,
2962,,,0,64,,Santa Maria,3,1,19.0,1,,1,390000,2,1,2,3,
2963,,,1,65,,Cerâmica,3,1,150.0,0,,0,430000,2,0,2,3,
2964,,,0,80,,Jardim Sao Caetano,3,1,511.0,1,,1,495000,3,1,2,3,
2965,,,1,264,,Olímpico,1,0,515.0,1,,0,1980000,3,1,2,1,
2966,,,0,113,,Santo Antônio,2,1,508.0,1,,1,1130000,2,1,2,2,
2967,,,1,61,,Fundação,2,0,550.0,0,,1,331000,2,1,2,2,
2968,,,0,90,,Cerâmica,2,1,1.0,1,,1,990000,2,1,2,2,
2969,,,1,106,,Santa Paula,2,1,450.0,1,,0,550000,3,1,2,2,
2970,,,0,68,,Cerâmica,2,1,600.0,1,,1,6498000,2,1,2,2,
2971,,,0,68,,Barcelona,2,0,385.0,0,,0,450000,2,0,2,2,
2972,,,1,67,,Barcelona,1,0,561.0,0,,1,455000,2,1,2,1,
2973,,,1,88,,Barcelona,3,1,14.0,0,,1,450000,3,1,2,3,
2974,,,0,62,,Santo Antônio,1,0,775.0,1,,0,475000,2,0,2,1,
2975,,,0,79,,Mauá,2,0,450.0,0,,0,495000,3,0,2,2,
2976,,,0,76,,Santa Maria,1,0,878.0,1,,0,4199000,2,1,2,1,
2977,,,0,79,,Boa Vista,1,1,395.0,1,,1,700000,3,1,2,1,
2978,,,1,174,,Santa Paula,2,1,410.0,1,,0,990000,3,1,2,2,
2979,,,0,65,,Boa Vista,1,1,447.0,1,,1,365000,2,0,2,1,
2980,,,0,90,,Olímpico,2,1,482.0,1,,1,850000,2,1,2,2,
2981,,,0,90,,Santa Paula,1,1,478.0,1,,0,650000,3,1,2,1,
2982,,,0,180,,Santa Paula,2,1,105.0,1,,1,1200000,3,0,2,2,
2983,,,0,67,,Santa Maria,1,1,568.0,1,,1,240000,3,1,2,1,
2984,,,1,70,,Olímpico,2,0,430.0,1,,0,395000,2,1,2,2,
2985,,,0,75,,Santa Maria,2,1,535.0,1,,1,460000,2,1,2,2,
2986,,,0,160,,Santa Maria, -- ,1,105.0,1,,1,7499000,3,1,2, -- ,
2987,,,0,84,,Santa Paula,2,0,500.0,1,,0,750000,3,0,2,2,
2988,,,0,140,,Nova Gerty,1,1,520.0,1,,1,500000,2,1,2,1,
2989,,,1,56,,Cerâmica,3,1,150.0,1,,0,459000,2,1,2,3,
2990,,,0,64,,Santa Maria,6,0,511.0,1,,1,390000,2,1,2,6,
2991,,,1,65,,Cerâmica,4,1,515.0,0,,0,430000,2,0,2,4,
2992,,,0,264,,Olímpico,2,1,508.0,1,,1,1980000,3,1,2,2,
2993,,,1,113,,Santo Antônio,2,0,550.0,1,,0,1130000,2,1,2,2,
2994,,,0,61,,Fundação,4,1,1.0,1,,1,331000,2,1,2,4,
2995,,,1,90,,Cerâmica,2,0,450.0,0,,1,990000,2,1,2,2,
2996,,,0,106,,Santa Paula,2,1,600.0,1,,1,550000,3,1,2,2,
2997,,,1,68,,Cerâmica, -- ,1,385.0,1,,0,6498000,2,1,2, -- ,
2998,,,0,68,,Barcelona,1,1,561.0,1,,1,450000,2,1,2,1,
2999,,,0,67,,Barcelona,1,0,14.0,0,,0,455000,2,0,2,1,
3000,,,1,88,,Barcelona,2,0,775.0,0,,1,450000,3,1,2,2,
3001,,,1,62,,Santo Antônio,2,1,450.0,0,,1,475000,2,1,2,2,
3002,,,0,79,,Mauá,3,0,878.0,1,,0,495000,3,0,2,3,
3003,,,0,40,,Nova Gerty,2,0,738.0,0,,0,319000,1,0,2,2,
3004,,,0,127,,Boa Vista,3,1,395.0,1,,1,530000,3,1,1,3,
3005,,,0,68,,Fundação,1,1,410.0,1,,1,420000,2,1,2,1,
3006,,,0,160,,Santo Antônio,4,0,447.0,1,,0,1050000,4,1,2,4,
3007,,,0,70,,Centro,2,1,482.0,1,,1,500000,2,1,2,2,
3008,,,1,150,,Santa Maria,2,1,478.0,1,,0,750000,2,1,2,2,
3009,,,0,150,,Centro,1,1,105.0,1,,1,630000,4,0,2,1,
3010,,,0,61,,Osvaldo Cruz,2,1,430.0,1,,0,510000,2,1,2,2,
3011,,,0,76,,Santa Maria,2,1,105.0,1,,1,4199000,2,0,2,2,
3012,,,0,79,,Boa Vista,1,0,500.0,1,,0,700000,3,0,2,1,
3013,,,0,55,,Olímpico,2,1,520.0,1,,1,2969000,2,1,2,2,
3014,,,1,174,,Santa Paula,1,0,19.0,1,,0,990000,3,1,2,1,
3015,,,0,65,,Boa Vista,2,1,150.0,1,,1,365000,2,1,2,2,
3016,,,0,90,,Olímpico,2,0,508.0,1,,0,850000,2,0,2,2,
3017,,,0,90,,Santa Paula,2,1,550.0,1,,1,650000,3,1,2,2,
3018,,,1,180,,Santa Paula,3,1,1.0,1,,0,1200000,3,1,2,3,
3019,,,0,67,,Santa Maria,1,0,450.0,1,,1,240000,3,1,2,1,
3020,,,1,65,,Barcelona,1,1,600.0,0,,0,435000,2,0,2,1,
3021,,,0,70,,Olímpico,1,1,385.0,1,,1,395000,2,1,2,1,
3022,,,0,75,,Santa Maria,1,1,14.0,1,,1,460000,2,1,2,1,
3023,,,1,160,,Santa Maria,2,0,775.0,0,,1,7499000,3,1,2,2,
3024,,,0,84,,Santa Paula,2,1,450.0,1,,1,750000,3,1,2,2,
3025,,,1,140,,Nova Gerty,3,1,878.0,1,,0,500000,2,1,2,3,
3026,,,0,56,,Cerâmica, -- ,1,738.0,1,,1,459000,2,1,2, -- ,
3027,,,0,68,,Cerâmica,2,0,395.0,0,,0,720000,2,0,2,2,
3028,,,1,64,,Santa Maria,2,0,410.0,0,,1,390000,2,1,2,2,
3029,,,1,65,,Cerâmica,1,1,447.0,0,,1,430000,2,1,2,1,
3030,,,0,80,,Jardim Sao Caetano, -- ,0,482.0,1,,0,495000,3,0,2, -- ,
3031,,,0,264,,Olímpico,1,0,478.0,0,,0,1980000,3,0,2,1,
3032,,,0,113,,Santo Antônio,1,1,300.0,1,,1,1130000,2,1,2,1,
3033,,,0,61,,Fundação,3,1,500.0,1,,1,331000,2,1,2,3,
3034,,,0,90,,Cerâmica,1,1,12.0,1,,1,990000,2,1,2,1,
3035,,,0,106,,Santa Paula,3,1,105.0,1,,0,550000,3,1,2,3,
3036,,,0,68,,Cerâmica,1,0,351.0,1,,0,6498000,2,1,2,1,
3037,,,0,68,,Barcelona,2,1,568.0,1,,1,450000,2,1,2,2,
3038,,,0,67,,Barcelona,1,0,430.0,1,,0,455000,2,1,2,1,
3039,,,0,88,,Barcelona,1,1,535.0,1,,1,450000,3,1,2,1,
3040,,,1,62,,Santo Antônio,1,1,105.0,1,,0,475000,2,1,2,1,
3041,,,1,79,,Mauá,4,1,500.0,1,,0,495000,3,1,2,4,
3042,,,0,150,,Centro,2,1,520.0,1,,1,630000,4,0,2,2,
3043,,,0,76,,Santa Maria,3,1,150.0,1,,0,4199000,2,1,2,3,
3044,,,0,79,,Boa Vista,2,1,511.0,1,,1,700000,3,0,2,2,
3045,,,0,174,,Santa Paula,1,0,515.0,1,,0,990000,3,0,2,1,
3046,,,0,65,,Boa Vista,2,1,508.0,1,,1,365000,2,1,2,2,
3047,,,0,90,,Olímpico,1,1,550.0,1,,1,850000,2,1,2,1,
3048,,,1,90,,Santa Paula,3,0,1.0,1,,0,650000,3,1,2,3,
3049,,,0,180,,Santa Paula,2,1,600.0,1,,1,1200000,3,1,2,2,
3050,,,0,67,,Santa Maria,3,0,385.0,1,,0,240000,3,0,2,3,
3051,,,0,70,,Olímpico,2,1,561.0,1,,1,395000,2,1,2,2,
3052,,,0,75,,Santa Maria,1,1,14.0,1,,1,460000,2,1,2,1,
3053,,,1,160,,Santa Maria,2,1,775.0,1,,0,7499000,3,1,2,2,
3054,,,0,84,,Santa Paula,3,0,450.0,1,,1,750000,3,1,2,3,
3055,,,1,140,,Nova Gerty,3,1,738.0,0,,0,500000,2,0,2,3,
3056,,,0,56,,Cerâmica,3,1,395.0,1,,1,459000,2,1,2,3,
3057,,,1,68,,Cerâmica,2,0,410.0,1,,0,720000,2,1,2,2,
3058,,,0,64,,Santa Maria,1,1,447.0,1,,1,390000,2,1,2,1,
3059,,,1,65,,Cerâmica,2,0,482.0,0,,1,430000,2,1,2,2,
3060,,,0,264,,Olímpico,1,1,478.0,1,,1,1980000,3,1,2,1,
3061,,,1,113,,Santo Antônio,2,1,105.0,1,,0,1130000,2,1,2,2,
3062,,,0,61,,Fundação,2,1,351.0,1,,1,331000,2,1,2,2,
3063,,,0,90,,Cerâmica,3,0,568.0,0,,0,990000,2,0,2,3,
3064,,,1,106,,Santa Paula,2,0,430.0,0,,1,550000,3,1,2,2,
3065,,,1,68,,Cerâmica,3,1,535.0,0,,1,6498000,2,1,2,3,
3066,,,0,68,,Barcelona,1,0,105.0,1,,0,450000,2,1,2,1,
3067,,,0,67,,Barcelona,3,0,500.0,1,,0,455000,2,1,2,3,
3068,,,0,88,,Barcelona,2,1,520.0,1,,1,450000,3,1,2,2,
3069,,,1,62,,Santo Antônio,3,1,19.0,1,,0,475000,2,1,2,3,
3070,,,0,79,,Mauá,3,1,150.0,1,,1,495000,3,0,2,3,
3071,,,0,40,,Nova Gerty,5,1,511.0,1,,1,319000,1,1,2,5,
3072,,,0,127,,Boa Vista,3,1,515.0,1,,0,530000,3,1,1,3,
3073,,,0,68,,Fundação,1,1,508.0,1,,1,420000,2,0,2,1,
3074,,,0,160,,Santo Antônio,1,0,550.0,1,,0,1050000,4,0,2,1,
3075,,,0,150,,Centro,1,1,1.0,1,,1,630000,4,1,2,1,
3076,,,0,61,,Osvaldo Cruz,1,1,600.0,1,,1,510000,2,1,2,1,
3077,,,0,76,,Santa Maria,2,1,385.0,1,,1,4199000,2,1,2,2,
3078,,,0,79,,Boa Vista,2,0,561.0,1,,0,700000,3,0,2,2,
3079,,,0,55,,Olímpico,2,1,14.0,1,,1,2969000,2,1,2,2,
3080,,,0,174,,Santa Paula,1,1,775.0,1,,1,990000,3,1,2,1,
3081,,,1,65,,Boa Vista,2,1,450.0,1,,0,365000,2,1,2,2,
3082,,,1,90,,Olímpico,2,1,738.0,0,,0,850000,2,0,2,2,
3083,,,0,90,,Santa Paula,1,1,395.0,1,,1,650000,3,1,2,1,
3084,,,1,180,,Santa Paula,2,0,410.0,1,,0,1200000,3,1,2,2,
3085,,,0,67,,Santa Maria,1,1,447.0,1,,1,240000,3,1,2,1,
3086,,,1,65,,Barcelona,3,0,482.0,0,,1,435000,2,1,2,3,
3087,,,0,70,,Olímpico,2,1,478.0,1,,1,395000,2,1,2,2,
3088,,,0,75,,Santa Maria,3,1,568.0,1,,1,460000,2,1,2,3,
3089,,,0,160,,Santa Maria,3,0,430.0,0,,0,7499000,3,0,2,3,
3090,,,1,84,,Santa Paula,1,0,535.0,0,,1,750000,3,1,2,1,
3091,,,1,140,,Nova Gerty,2,1,105.0,0,,1,500000,2,1,2,2,
3092,,,0,56,,Cerâmica,2,0,500.0,1,,0,459000,2,0,2,2,
3093,,,0,68,,Cerâmica,2,0,520.0,0,,0,720000,2,0,2,2,
3094,,,0,64,,Santa Maria,1,1,19.0,1,,1,390000,2,1,2,1,
3095,,,0,65,,Cerâmica,3,1,150.0,1,,1,430000,2,1,2,3,
3096,,,0,80,,Jardim Sao Caetano,1,0,511.0,1,,0,495000,3,1,2,1,
3097,,,0,264,,Olímpico,2,1,515.0,1,,1,1980000,3,1,2,2,
3098,,,0,113,,Santo Antônio,2,0,508.0,1,,0,1130000,2,1,2,2,
3099,,,0,61,,Fundação,2,1,550.0,1,,1,331000,2,1,2,2,
3100,,,1,90,,Cerâmica,2,1,1.0,1,,0,990000,2,1,2,2,
3101,,,1,106,,Santa Paula,1,1,450.0,1,,0,550000,3,1,2,1,
3102,,,0,68,,Cerâmica,2,1,385.0,1,,1,6498000,2,0,2,2,
3103,,,0,68,,Barcelona,1,1,561.0,1,,1,450000,2,1,2,1,
3104,,,0,67,,Barcelona,2,1,14.0,1,,0,455000,2,1,2,2,
3105,,,0,88,,Barcelona,1,1,775.0,1,,1,450000,3,0,2,1,
3106,,,0,62,,Santo Antônio,1,0,450.0,1,,0,475000,2,0,2,1,
3107,,,0,79,,Mauá,2,1,878.0,1,,1,495000,3,1,2,2,
3108,,,0,150,,Centro,2,1,738.0,1,,1,630000,4,1,2,2,
3109,,,0,61,,Osvaldo Cruz,2,1,410.0,1,,1,510000,2,1,2,2,
3110,,,0,76,,Santa Maria,1,1,447.0,1,,1,4199000,2,1,2,1,
3111,,,0,79,,Boa Vista,3,0,482.0,1,,0,700000,3,0,2,3,
3112,,,0,55,,Olímpico,3,1,478.0,1,,1,2969000,2,1,2,3,
3113,,,0,174,,Santa Paula,6,1,300.0,1,,1,990000,3,1,2,6,
3114,,,1,65,,Boa Vista,4,1,105.0,1,,0,365000,2,1,2,4,
3115,,,0,90,,Olímpico,2,1,568.0,1,,1,850000,2,1,2,2,
3116,,,1,90,,Santa Paula,4,1,430.0,0,,0,650000,3,0,2,4,
3117,,,0,180,,Santa Paula,2,1,535.0,1,,1,1200000,3,1,2,2,
3118,,,1,67,,Santa Maria,2,0,105.0,1,,0,240000,3,1,2,2,
3119,,,0,65,,Barcelona, -- ,1,500.0,1,,1,435000,2,1,2, -- ,
3120,,,1,70,,Olímpico,1,0,520.0,0,,1,395000,2,1,2,1,
3121,,,1,75,,Santa Maria,2,1,150.0,1,,0,460000,2,1,2,2,
3122,,,0,160,,Santa Maria,2,1,511.0,1,,1,7499000,3,1,2,2,
3123,,,0,84,,Santa Paula,3,0,515.0,0,,0,750000,3,0,2,3,
3124,,,1,140,,Nova Gerty,2,0,508.0,0,,1,500000,2,1,2,2,
3125,,,1,56,,Cerâmica,3,1,550.0,0,,1,459000,2,1,2,3,
3126,,,0,68,,Cerâmica,1,0,1.0,1,,0,720000,2,1,2,1,
3127,,,0,64,,Santa Maria,4,0,450.0,1,,0,390000,2,1,2,4,
3128,,,0,65,,Cerâmica,2,1,600.0,1,,1,430000,2,1,2,2,
3129,,,1,80,,Jardim Sao Caetano,2,1,385.0,1,,0,495000,3,1,2,2,
3130,,,0,264,,Olímpico,1,1,561.0,1,,1,1980000,3,0,2,1,
3131,,,0,113,,Santo Antônio,2,1,14.0,1,,1,1130000,2,1,2,2,
3132,,,0,61,,Fundação,2,1,775.0,1,,0,331000,2,1,2,2,
3133,,,0,90,,Cerâmica,2,1,450.0,1,,1,990000,2,0,2,2,
3134,,,0,106,,Santa Paula,1,0,878.0,1,,0,550000,3,0,2,1,
3135,,,0,68,,Cerâmica,2,1,738.0,1,,1,6498000,2,1,2,2,
3136,,,1,68,,Barcelona,1,0,395.0,1,,0,450000,2,1,2,1,
3137,,,0,67,,Barcelona,2,1,410.0,1,,1,455000,2,1,2,2,
3138,,,0,88,,Barcelona,1,1,447.0,1,,1,450000,3,1,2,1,
3139,,,0,62,,Santo Antônio,2,0,482.0,1,,0,475000,2,0,2,2,
3140,,,0,79,,Mauá,2,1,478.0,1,,1,495000,3,1,2,2,
3141,,,0,76,,Santa Maria,3,1,568.0,1,,1,4199000,2,1,2,3,
3142,,,0,79,,Boa Vista,1,0,105.0,1,,1,700000,3,1,2,1,
3143,,,1,174,,Santa Paula,1,1,500.0,0,,0,990000,3,0,2,1,
3144,,,0,65,,Boa Vista,2,1,520.0,1,,1,365000,2,1,2,2,
3145,,,1,90,,Olímpico,1,0,19.0,1,,0,850000,2,1,2,1,
3146,,,0,90,,Santa Paula,2,1,150.0,1,,1,650000,3,1,2,2,
3147,,,1,180,,Santa Paula,2,0,515.0,0,,1,1200000,3,1,2,2,
3148,,,1,67,,Santa Maria, -- ,1,550.0,1,,0,240000,3,1,2, -- ,
3149,,,0,70,,Olímpico,2,1,1.0,1,,1,395000,2,1,2,2,
3150,,,0,75,,Santa Maria,2,0,450.0,0,,0,460000,2,0,2,2,
3151,,,1,160,,Santa Maria,1,0,385.0,0,,1,7499000,3,1,2,1,
3152,,,1,84,,Santa Paula, -- ,1,561.0,0,,1,750000,3,1,2, -- ,
3153,,,0,140,,Nova Gerty,1,0,14.0,1,,0,500000,2,0,2,1,
3154,,,0,56,,Cerâmica,3,1,450.0,1,,1,459000,2,1,2,3,
3155,,,0,64,,Santa Maria,1,1,878.0,1,,1,390000,2,1,2,1,
3156,,,0,65,,Cerâmica,3,0,738.0,1,,0,430000,2,1,2,3,
3157,,,0,264,,Olímpico,1,1,395.0,1,,1,1980000,3,1,2,1,
3158,,,0,113,,Santo Antônio,2,0,410.0,1,,0,1130000,2,1,2,2,
3159,,,0,61,,Fundação,1,1,447.0,1,,1,331000,2,1,2,1,
3160,,,1,90,,Cerâmica,1,1,482.0,1,,0,990000,2,1,2,1,
3161,,,1,106,,Santa Paula,1,1,478.0,1,,0,550000,3,1,2,1,
3162,,,0,68,,Cerâmica,4,1,300.0,1,,1,6498000,2,0,2,4,
3163,,,0,68,,Barcelona,2,1,500.0,1,,1,450000,2,1,2,2,
3164,,,0,67,,Barcelona,4,1,12.0,1,,0,455000,2,1,2,4,
3165,,,0,88,,Barcelona,3,1,600.0,1,,1,450000,3,0,2,3,
3166,,,0,62,,Santo Antônio,2,0,780.0,1,,0,475000,2,0,2,2,
3167,,,0,79,,Mauá,1,1,105.0,1,,1,495000,3,1,2,1,
3168,,,0,40,,Nova Gerty,2,1,351.0,1,,1,319000,1,1,2,2,
3169,,,1,127,,Boa Vista,2,0,568.0,1,,0,530000,3,1,1,2,
3170,,,0,68,,Fundação,2,1,430.0,1,,1,420000,2,1,2,2,
3171,,,0,160,,Santo Antônio,1,1,535.0,1,,1,1050000,4,1,2,1,
3172,,,0,70,,Centro,3,0,105.0,1,,0,500000,2,0,2,3,
3173,,,0,150,,Santa Maria,3,1,500.0,1,,1,750000,2,1,2,3,
3174,,,0,150,,Centro,4,1,520.0,1,,1,630000,4,1,2,4,
3175,,,0,61,,Osvaldo Cruz,4,0,150.0,1,,1,510000,2,1,2,4,
3176,,,0,76,,Santa Maria,3,1,511.0,1,,1,4199000,2,1,2,3,
3177,,,1,79,,Boa Vista,3,1,515.0,0,,0,700000,3,0,2,3,
3178,,,0,55,,Olímpico, 2-3 ,1,508.0,1,,1,2969000,2,1,2, 2-3 ,
3179,,,1,174,,Santa Paula,2,0,550.0,1,,0,990000,3,1,2,2,
3180,,,0,65,,Boa Vista,2,1,1.0,1,,1,365000,2,1,2,2,
3181,,,0,90,,Olímpico,2,1,600.0,1,,1,850000,2,1,2,2,
3182,,,1,90,,Santa Paula,1,1,385.0,1,,0,650000,3,1,2,1,
3183,,,0,180,,Santa Paula,2,1,561.0,1,,1,1200000,3,1,2,2,
3184,,,0,67,,Santa Maria,1,0,14.0,0,,0,240000,3,0,2,1,
3185,,,1,65,,Barcelona,2,0,775.0,0,,1,435000,2,1,2,2,
3186,,,1,70,,Olímpico,1,1,450.0,0,,1,395000,2,1,2,1,
3187,,,0,75,,Santa Maria,2,1,738.0,1,,1,460000,2,1,2,2,
3188,,,0,160,,Santa Maria,1,0,395.0,1,,0,7499000,3,1,2,1,
3189,,,0,84,,Santa Paula,2,1,410.0,1,,1,750000,3,1,2,2,
3190,,,1,140,,Nova Gerty,2,1,447.0,1,,0,500000,2,1,2,2,
3191,,,1,56,,Cerâmica, -- ,1,482.0,1,,0,459000,2,1,2, -- ,
3192,,,0,68,,Cerâmica,1,1,478.0,1,,1,720000,2,0,2,1,
3193,,,0,64,,Santa Maria,1,1,105.0,1,,1,390000,2,1,2,1,
3194,,,0,65,,Cerâmica,3,1,351.0,1,,0,430000,2,1,2,3,
3195,,,0,80,,Jardim Sao Caetano,1,1,568.0,1,,1,495000,3,0,2,1,
3196,,,0,264,,Olímpico,3,0,430.0,1,,0,1980000,3,0,2,3,
3197,,,0,113,,Santo Antônio,3,1,535.0,1,,1,1130000,2,1,2,3,
3198,,,0,61,,Fundação,2,1,105.0,1,,1,331000,2,1,2,2,
3199,,,1,90,,Cerâmica,1,0,500.0,1,,0,990000,2,1,2,1,
3200,,,0,106,,Santa Paula,2,1,520.0,1,,1,550000,3,1,2,2,
3201,,,0,68,,Cerâmica,1,1,19.0,1,,1,6498000,2,1,2,1,
3202,,,0,68,,Barcelona,1,0,150.0,1,,0,450000,2,0,2,1,
3203,,,0,67,,Barcelona,1,1,511.0,1,,1,455000,2,1,2,1,
3204,,,0,88,,Barcelona,1,1,515.0,1,,1,450000,3,1,2,1,
3205,,,1,62,,Santo Antônio,2,1,508.0,1,,0,475000,2,1,2,2,
3206,,,0,79,,Mauá,2,0,550.0,1,,1,495000,3,1,2,2,
3207,,,0,61,,Osvaldo Cruz,3,1,1.0,1,,1,510000,2,1,2,3,
3208,,,0,76,,Santa Maria,3,1,600.0,1,,1,4199000,2,1,2,3,
3209,,,1,79,,Boa Vista,1,0,385.0,1,,0,700000,3,1,2,1,
3210,,,0,55,,Olímpico,3,1,561.0,1,,1,2969000,2,1,2,3,
3211,,,1,174,,Santa Paula,2,0,14.0,0,,1,990000,3,1,2,2,
3212,,,0,65,,Boa Vista,3,1,775.0,1,,1,365000,2,1,2,3,
3213,,,1,90,,Olímpico,3,1,450.0,1,,0,850000,2,1,2,3,
3214,,,0,90,,Santa Paula,3,0,738.0,0,,0,650000,3,0,2,3,
3215,,,1,180,,Santa Paula,3,0,395.0,0,,1,1200000,3,1,2,3,
3216,,,1,67,,Santa Maria,1,1,410.0,0,,1,240000,3,1,2,1,
3217,,,0,65,,Barcelona,2,0,447.0,1,,0,435000,2,1,2,2,
3218,,,0,70,,Olímpico,2,1,482.0,1,,1,395000,2,1,2,2,
3219,,,0,75,,Santa Maria,2,0,478.0,1,,0,460000,2,1,2,2,
3220,,,1,160,,Santa Maria,2,1,351.0,1,,0,7499000,3,1,2,2,
3221,,,1,84,,Santa Paula,1,1,568.0,1,,0,750000,3,1,2,1,
3222,,,0,140,,Nova Gerty,2,1,430.0,1,,1,500000,2,0,2,2,
3223,,,0,56,,Cerâmica,1,1,535.0,1,,1,459000,2,1,2,1,
3224,,,0,64,,Santa Maria,2,1,105.0,1,,0,390000,2,1,2,2,
3225,,,0,65,,Cerâmica,2,1,500.0,1,,1,430000,2,0,2,2,
3226,,,0,80,,Jardim Sao Caetano,2,0,520.0,1,,0,495000,3,0,2,2,
3227,,,0,264,,Olímpico,2,1,19.0,1,,1,1980000,3,1,2,2,
3228,,,0,113,,Santo Antônio,2,1,150.0,1,,1,1130000,2,1,2,2,
3229,,,1,61,,Fundação,2,0,511.0,1,,0,331000,2,1,2,2,
3230,,,0,90,,Cerâmica,1,1,515.0,1,,1,990000,2,1,2,1,
3231,,,0,106,,Santa Paula,2,1,508.0,1,,1,550000,3,1,2,2,
3232,,,0,68,,Cerâmica,1,0,550.0,1,,0,6498000,2,0,2,1,
3233,,,0,68,,Barcelona,3,1,1.0,1,,1,450000,2,1,2,3,
3234,,,0,67,,Barcelona,2,1,450.0,1,,1,455000,2,1,2,2,
3235,,,1,88,,Barcelona,3,1,600.0,1,,0,450000,3,1,2,3,
3236,,,0,62,,Santo Antônio,3,0,385.0,1,,1,475000,2,1,2,3,
3237,,,0,79,,Mauá,3,1,561.0,1,,1,495000,3,1,2,3,
3238,,,1,40,,Nova Gerty,1,1,14.0,0,,0,319000,1,0,2,1,
3239,,,0,127,,Boa Vista,2,1,775.0,1,,1,530000,3,1,1,2,
3240,,,1,150,,Centro,2,0,450.0,1,,0,630000,4,1,2,2,
3241,,,1,76,,Santa Maria,1,0,738.0,0,,1,4199000,2,1,2,1,
