,tipo,bairro,area_total,quartos,banheiros,vagas,academia,churrasqueira,elevador,salao_festa,piscina,condominio,preco
1024,2,Mauá,79,3,2,2,0,0,1,0,0,300.0,495000
1025,2,Nova Gerty,40,1,1,1,0,1,1,1,1,105.0,319000
1026,1,Boa Vista,127,3,2,2,0,1,1,1,1,351.0,530000
1027,2,Fundação,68,2,1,1,1,1,1,1,0,568.0,420000
1028,2,Santo Antônio,160,4,2,2,0,0,1,1,1,430.0,1050000
1029,2,Centro,150,4,2,2,0,1,1,1,1,535.0,630000
1030,2,Osvaldo Cruz,61,2,2,2,0,1,1,1,1,500.0,510000
1031,2,Santa Maria,76,2,2,2,1,0,1,1,0,520.0,4199000
1032,2,Boa Vista,79,3,2,2,0,1,1,1,1,19.0,700000
1033,2,Olímpico,55,2,1,1,1,0,0,1,1,150.0,2969000
1034,2,Santa Paula,174,3,2,2,0,1,1,1,1,511.0,990000
1035,2,Boa Vista,65,2,1,1,1,1,1,1,0,515.0,365000
1036,2,Olímpico,90,2,2,2,0,0,0,0,0,550.0,850000
1037,2,Santa Paula,90,3,3,3,1,0,0,1,1,1.0,650000
1038,2,Santa Paula,180,3,3,3,1,1,0,1,1,450.0,1200000
1039,2,Santa Maria,67,3,3,3,0,0,1,1,0,600.0,240000
1040,2,Barcelona,65,2,1,1,0,0,1,1,0,385.0,435000
1041,2,Olímpico,70,2,2,2,0,1,1,1,1,561.0,395000
1042,2,Santa Maria,75,2,2,2,0,1,1,0,1,775.0,460000
1043,2,Santa Maria,160,3,1,1,0,1,1,1,1,450.0,7499000
1044,2,Santa Paula,84,3,3,3,0,1,1,1,0,878.0,750000
1045,2,Nova Gerty,140,2,1,1,0,1,1,0,1,738.0,500000
1046,2,Cerâmica,56,2,2,2,0,0,1,0,0,395.0,459000
1047,2,Cerâmica,68,2,1,1,0,1,1,1,1,410.0,720000
1048,2,Santa Maria,64,2,2,2,1,0,1,1,0,447.0,390000
1049,2,Cerâmica,65,2,1,1,0,1,1,1,1,482.0,430000
1050,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,478.0,495000
1051,2,Olímpico,264,3,1,1,0,0,1,0,0,351.0,1980000
1052,2,Santo Antônio,113,2,2,2,0,1,1,1,1,568.0,1130000
1053,2,Fundação,61,2,1,1,0,1,1,1,1,430.0,331000
1054,2,Cerâmica,90,2,2,2,1,1,1,1,0,535.0,990000
1055,2,Santa Paula,106,3,1,1,0,0,1,1,1,105.0,550000
1056,2,Cerâmica,68,2,1,1,1,1,0,0,0,500.0,6498000
1057,2,Barcelona,68,2,2,2,0,1,1,1,1,520.0,450000
1058,2,Barcelona,67,2,2,2,1,0,1,1,0,19.0,455000
1059,2,Barcelona,88,3, -- , -- ,0,1,1,1,1,150.0,450000
1060,2,Santo Antônio,62,2,2,2,1,0,0,1,1,511.0,475000
1061,2,Mauá,79,3,1,1,0,1,1,1,1,515.0,495000
1062,2,Centro,150,4,3,3,1,1,1,1,0,508.0,630000
1063,2,Osvaldo Cruz,61,2,2,2,0,0,0,0,0,1.0,510000
1064,2,Santa Maria,76,2,2,2,1,0,0,1,1,450.0,4199000
1065,2,Boa Vista,79,3,3,3,1,1,0,1,1,385.0,700000
1066,2,Olímpico,55,2,3,3,0,0,1,0,0,561.0,2969000
1067,2,Santa Paula,174,3,6,6,0,0,0,0,0,14.0,990000
1068,2,Boa Vista,65,2,4,4,0,1,1,1,1,775.0,365000
1069,2,Olímpico,90,2,2,2,0,1,1,1,1,878.0,850000
1070,2,Santa Paula,90,3,4,4,0,0,1,1,0,738.0,650000
1071,2,Santa Paula,180,3,2,2,0,1,1,1,1,395.0,1200000
1072,2,Santa Maria,67,3,2,2,1,1,1,1,0,410.0,240000
1073,2,Barcelona,65,2, -- , -- ,1,1,1,1,0,447.0,435000
1074,2,Olímpico,70,2,1,1,0,1,1,0,1,482.0,395000
1075,2,Santa Maria,75,2,2,2,0,1,1,1,0,300.0,460000
1076,2,Santa Maria,160,3,2,2,0,1,1,0,1,105.0,7499000
1077,2,Santa Paula,84,3,3,3,0,0,1,0,0,351.0,750000
1078,2,Nova Gerty,140,2,2,2,0,1,1,1,1,568.0,500000
1079,2,Cerâmica,56,2,3,3,0,1,1,1,1,430.0,459000
1080,2,Cerâmica,68,2,1,1,1,0,1,1,0,535.0,720000
1081,2,Santa Maria,64,2,4,4,0,1,1,1,1,105.0,390000
1082,2,Cerâmica,65,2,2,2,0,1,1,1,1,500.0,430000
1083,2,Jardim Sao Caetano,80,3,2,2,0,0,1,0,0,520.0,495000
1084,2,Olímpico,264,3,1,1,0,1,1,1,1,19.0,1980000
1085,2,Santo Antônio,113,2,2,2,1,1,1,1,0,150.0,1130000
1086,2,Fundação,61,2,2,2,0,0,1,1,1,511.0,331000
1087,2,Cerâmica,90,2,2,2,0,1,1,1,1,515.0,990000
1088,2,Santa Paula,106,3,1,1,1,1,0,0,0,508.0,550000
1089,2,Cerâmica,68,2,2,2,0,1,1,1,1,550.0,6498000
1090,2,Barcelona,68,2,1,1,1,0,1,1,0,1.0,450000
1091,2,Barcelona,67,2,2,2,0,1,1,1,1,450.0,455000
1092,2,Barcelona,88,3,1,1,1,0,0,1,1,600.0,450000
1093,2,Santo Antônio,62,2,2,2,0,1,1,1,1,385.0,475000
1094,2,Mauá,79,3,2,2,1,1,1,1,0,561.0,495000
1095,2,Centro,150,4,3,3,0,1,1,1,1,14.0,630000
1096,2,Osvaldo Cruz,61,2,1,1,1,0,0,1,1,450.0,510000
1097,2,Santa Maria,76,2,1,1,1,1,0,1,1,878.0,4199000
1098,2,Boa Vista,79,3,2,2,0,0,1,0,0,738.0,700000
1099,2,Olímpico,55,2,1,1,0,0,0,0,0,395.0,2969000
1100,2,Santa Paula,174,3,2,2,0,1,1,1,1,410.0,990000
1101,2,Boa Vista,65,2,2,2,0,0,1,1,0,447.0,365000
1102,2,Olímpico,90,2, -- , -- ,1,1,1,1,0,478.0,850000
1103,2,Santa Paula,90,3,2,2,1,1,1,1,0,568.0,650000
1104,2,Santa Paula,180,3,2,2,0,1,1,0,1,430.0,1200000
1105,2,Santa Maria,67,3,4,4,0,1,1,1,1,105.0,240000
1106,2,Barcelona,65,2,1,1,0,1,1,1,0,500.0,435000
1107,2,Olímpico,70,2,4,4,0,1,1,0,1,520.0,395000
1108,2,Santa Maria,75,2,3,3,0,1,1,1,1,150.0,460000
1109,2,Santa Maria,160,3, 2-3 , 2-3 ,0,1,1,1,1,515.0,7499000
1110,2,Santa Paula,84,3,2,2,1,0,1,1,0,508.0,750000
1111,2,Nova Gerty,140,2,2,2,0,1,1,1,1,550.0,500000
1112,2,Cerâmica,56,2,1,1,0,1,1,1,1,1.0,459000
1113,2,Cerâmica,68,2,2,2,0,0,1,0,0,450.0,720000
1114,2,Santa Maria,64,2,1,1,0,1,1,1,1,385.0,390000
1115,2,Cerâmica,65,2,2,2,1,1,1,1,0,561.0,430000
1116,2,Jardim Sao Caetano,80,3,1,1,0,0,1,1,1,14.0,495000
1117,2,Olímpico,264,3,2,2,0,1,1,1,1,775.0,1980000
1118,2,Santo Antônio,113,2,1,1,1,1,0,0,0,450.0,1130000
1119,2,Fundação,61,2,3,3,0,1,1,1,1,878.0,331000
1120,2,Cerâmica,90,2,2,2,1,0,1,1,0,738.0,990000
1121,2,Santa Paula,106,3,1,1,0,1,1,1,1,395.0,550000
1122,2,Cerâmica,68,2,2,2,1,0,0,1,1,410.0,6498000
1123,2,Barcelona,68,2,2,2,0,1,1,1,1,447.0,450000
1124,2,Barcelona,67,2, -- , -- ,1,1,1,1,0,482.0,455000
1125,2,Barcelona,88,3,1,1,0,1,1,1,1,478.0,450000
1126,2,Santo Antônio,62,2,1,1,0,0,0,0,0,300.0,475000
1127,2,Mauá,79,3,3,3,1,0,0,1,1,500.0,495000
1128,2,Centro,150,4,1,1,1,1,0,1,1,12.0,630000
1129,2,Santa Maria,76,2,3,3,0,0,0,0,0,780.0,4199000
1130,2,Boa Vista,79,3,2,2,0,1,1,1,1,105.0,700000
1131,2,Santa Paula,174,3,1,1,0,0,1,1,0,351.0,990000
1132,2,Boa Vista,65,2,2,2,0,1,1,1,1,568.0,365000
1133,2,Olímpico,90,2,1,1,1,1,1,1,0,430.0,850000
1134,2,Santa Paula,90,3,1,1,1,1,1,1,0,535.0,650000
1135,2,Santa Paula,180,3,1,1,0,1,1,1,1,500.0,1200000
1136,2,Santa Maria,67,3,2,2,0,1,1,1,0,520.0,240000
1137,2,Olímpico,70,2,2,2,0,1,1,0,1,19.0,395000
1138,2,Santa Maria,75,2,3,3,0,0,1,0,0,150.0,460000
1139,2,Santa Maria,160,3,2,2,0,1,1,1,1,511.0,7499000
1140,2,Santa Paula,84,3,3,3,0,1,1,1,1,515.0,750000
1141,2,Nova Gerty,140,2,3,3,0,1,1,1,1,550.0,500000
1142,2,Cerâmica,56,2,2,2,0,1,1,1,1,1.0,459000
1143,2,Cerâmica,68,2,3,3,0,0,1,0,0,450.0,720000
1144,2,Santa Maria,64,2,3,3,0,1,1,1,1,600.0,390000
1145,2,Cerâmica,65,2,5,5,1,1,1,1,0,385.0,430000
1146,2,Olímpico,264,3,3,3,0,0,1,1,1,561.0,1980000
1147,2,Santo Antônio,113,2,3,3,0,1,1,1,1,14.0,1130000
1148,2,Fundação,61,2,1,1,1,1,0,0,0,775.0,331000
1149,2,Cerâmica,90,2,2,2,0,1,1,1,1,450.0,990000
1150,2,Santa Paula,106,3,2,2,1,0,1,1,0,878.0,550000
1151,2,Cerâmica,68,2,2,2,0,1,1,1,1,738.0,6498000
1152,2,Barcelona,68,2,1,1,1,0,0,1,1,395.0,450000
1153,2,Barcelona,67,2,2,2,0,1,1,1,1,410.0,455000
1154,2,Barcelona,88,3,1,1,1,1,1,1,0,447.0,450000
1155,2,Santo Antônio,62,2,2,2,0,1,1,1,1,482.0,475000
1156,2,Mauá,79,3,1,1,0,0,0,0,0,478.0,495000
1157,2,Nova Gerty,40,1,2,2,1,0,0,1,1,105.0,319000
1158,1,Boa Vista,127,3,2,2,1,1,0,1,1,351.0,530000
1159,2,Fundação,68,2,2,2,0,0,1,0,0,568.0,420000
1160,2,Santo Antônio,160,4,2,2,0,0,0,0,0,430.0,1050000
1161,2,Osvaldo Cruz,61,2,2,2,0,0,1,1,0,535.0,510000
1162,2,Santa Maria,76,2,1,1,0,0,1,1,0,500.0,4199000
1163,2,Boa Vista,79,3,2,2,0,1,1,1,1,520.0,700000
1164,2,Olímpico,55,2,1,1,1,1,1,1,0,19.0,2969000
1165,2,Santa Paula,174,3,3,3,1,1,1,1,0,150.0,990000
1166,2,Boa Vista,65,2,2,2,0,1,1,0,1,511.0,365000
1167,2,Olímpico,90,2,3,3,0,1,1,1,1,515.0,850000
1168,2,Santa Paula,90,3,3,3,0,1,1,0,1,550.0,650000
1169,2,Santa Paula,180,3,1,1,0,0,1,0,0,1.0,1200000
1170,2,Santa Maria,67,3,2,2,0,1,1,1,1,450.0,240000
1171,2,Barcelona,65,2,2,2,0,1,1,1,1,600.0,435000
1172,2,Olímpico,70,2,2,2,1,0,1,1,0,385.0,395000
1173,2,Santa Maria,75,2,1,1,0,1,1,1,1,561.0,460000
1174,2,Santa Maria,160,3,1,1,0,0,1,0,0,775.0,7499000
1175,2,Santa Paula,84,3,2,2,0,1,1,1,1,450.0,750000
1176,2,Nova Gerty,140,2,1,1,0,1,1,1,1,878.0,500000
1177,2,Cerâmica,56,2,2,2,1,1,1,1,0,738.0,459000
1178,2,Santa Maria,64,2,1,1,0,0,1,1,1,395.0,390000
1179,2,Cerâmica,65,2,2,2,0,1,1,1,1,410.0,430000
1180,2,Jardim Sao Caetano,80,3,1,1,1,1,0,0,0,447.0,495000
1181,2,Olímpico,264,3,2,2,0,1,1,1,1,482.0,1980000
1182,2,Santo Antônio,113,2,1,1,1,0,1,1,0,478.0,1130000
1183,2,Fundação,61,2,2,2,0,1,1,1,1,105.0,331000
1184,2,Cerâmica,90,2,1,1,1,0,0,1,1,351.0,990000
1185,2,Santa Paula,106,3,1,1,0,1,1,1,1,568.0,550000
1186,2,Cerâmica,68,2,2,2,1,1,1,1,0,430.0,6498000
1187,2,Barcelona,68,2,2,2,0,1,1,1,1,535.0,450000
1188,2,Barcelona,67,2, -- , -- ,0,0,0,0,0,105.0,455000
1189,2,Barcelona,88,3,2,2,1,0,0,1,1,500.0,450000
1190,2,Santo Antônio,62,2,1,1,1,1,0,1,1,520.0,475000
1191,2,Mauá,79,3,3,3,0,1,1,1,1,19.0,495000
1192,2,Nova Gerty,40,1,1,1,0,0,1,1,0,150.0,319000
1193,1,Boa Vista,127,3,2,2,0,1,1,1,1,511.0,530000
1194,2,Osvaldo Cruz,61,2,2,2,1,1,1,1,0,515.0,510000
1195,2,Santa Maria,76,2,3,3,0,1,1,0,1,550.0,4199000
1196,2,Boa Vista,79,3,6,6,0,1,1,1,1,1.0,700000
1197,2,Olímpico,55,2,4,4,0,1,1,1,0,450.0,2969000
1198,2,Santa Paula,174,3,2,2,0,1,1,0,1,600.0,990000
1199,2,Boa Vista,65,2,2,2,0,0,1,0,0,385.0,365000
1200,2,Olímpico,90,2,4,4,0,1,1,1,1,561.0,850000
1201,2,Santa Paula,90,3,2,2,1,0,1,1,0,775.0,650000
1202,2,Santa Paula,180,3, -- , -- ,0,1,1,1,1,450.0,1200000
1203,2,Santa Maria,67,3,1,1,0,1,1,1,1,878.0,240000
1204,2,Barcelona,65,2,1,1,0,0,1,0,0,738.0,435000
1205,2,Olímpico,70,2,2,2,0,1,1,1,1,395.0,395000
1206,2,Santa Maria,75,2,2,2,1,1,1,1,0,410.0,460000
1207,2,Santa Maria,160,3,2,2,0,1,1,1,1,482.0,7499000
1208,2,Santa Paula,84,3,3,3,1,1,0,0,0,478.0,750000
1209,2,Nova Gerty,140,2,1,1,0,1,1,1,1,105.0,500000
1210,2,Cerâmica,56,2,4,4,1,0,1,1,0,351.0,459000
1211,2,Santa Maria,64,2,2,2,0,1,1,1,1,568.0,390000
1212,2,Cerâmica,65,2,2,2,1,0,0,1,1,430.0,430000
1213,2,Jardim Sao Caetano,80,3,1,1,0,1,1,1,1,535.0,495000
1214,2,Olímpico,264,3,2,2,1,1,1,1,0,105.0,1980000
1215,2,Santo Antônio,113,2,2,2,0,1,1,1,1,500.0,1130000
1216,2,Fundação,61,2,2,2,0,0,0,0,0,520.0,331000
1217,2,Cerâmica,90,2,1,1,1,0,0,1,1,19.0,990000
1218,2,Santa Paula,106,3,2,2,1,1,0,1,1,150.0,550000
1219,2,Cerâmica,68,2,1,1,0,0,1,0,0,511.0,6498000
1220,2,Barcelona,68,2,2,2,0,0,0,0,0,515.0,450000
1221,2,Barcelona,67,2,1,1,0,0,1,1,0,508.0,455000
1222,2,Barcelona,88,3,2,2,0,1,1,1,1,550.0,450000
1223,2,Santo Antônio,62,2,2,2,0,0,1,1,0,1.0,475000
1224,2,Mauá,79,3,3,3,0,1,1,1,1,450.0,495000
1225,2,Nova Gerty,40,1,1,1,1,1,1,1,0,600.0,319000
1226,1,Boa Vista,127,3,1,1,1,1,1,1,0,385.0,530000
1227,2,Osvaldo Cruz,61,2,1,1,0,1,1,0,1,561.0,510000
1228,2,Santa Maria,76,2,1,1,0,1,1,1,0,775.0,4199000
1229,2,Boa Vista,79,3,2,2,0,1,1,0,1,450.0,700000
1230,2,Olímpico,55,2,2,2,0,0,1,0,0,878.0,2969000
1231,2,Santa Paula,174,3,3,3,0,1,1,1,1,738.0,990000
1232,2,Boa Vista,65,2, -- , -- ,0,1,1,1,1,395.0,365000
1233,2,Olímpico,90,2,2,2,1,0,1,1,0,410.0,850000
1234,2,Santa Paula,90,3,4,4,0,1,1,1,1,482.0,650000
1235,2,Santa Paula,180,3,1,1,0,0,1,0,0,478.0,1200000
1236,2,Santa Maria,67,3,4,4,0,1,1,1,1,105.0,240000
1237,2,Barcelona,65,2,3,3,0,1,1,1,1,568.0,435000
1238,2,Olímpico,70,2,3,3,1,1,1,1,0,430.0,395000
1239,2,Santa Maria,75,2, 2-3 , 2-3 ,0,0,1,1,1,105.0,460000
1240,2,Santa Maria,160,3,2,2,1,1,0,0,0,520.0,7499000
1241,2,Santa Paula,84,3,1,1,0,1,1,1,1,19.0,750000
1242,2,Nova Gerty,140,2,2,2,1,0,1,1,0,150.0,500000
1243,2,Cerâmica,56,2,1,1,0,1,1,1,1,515.0,459000
1244,2,Santa Maria,64,2,2,2,1,0,0,1,1,508.0,390000
1245,2,Cerâmica,65,2,1,1,0,1,1,1,1,550.0,430000
1246,2,Jardim Sao Caetano,80,3,2,2,1,1,1,1,0,1.0,495000
1247,2,Olímpico,264,3,1,1,0,1,1,1,1,450.0,1980000
1248,2,Santo Antônio,113,2,3,3,0,0,0,0,0,600.0,1130000
1249,2,Fundação,61,2,2,2,1,0,0,1,1,385.0,331000
1250,2,Cerâmica,90,2,1,1,1,1,0,1,1,561.0,990000
1251,2,Santa Paula,106,3,2,2,0,0,1,1,0,14.0,550000
1252,2,Cerâmica,68,2,2,2,0,1,1,1,1,775.0,6498000
1253,2,Barcelona,68,2, -- , -- ,1,1,1,1,0,450.0,450000
1254,2,Barcelona,67,2,1,1,0,1,1,0,1,878.0,455000
1255,2,Barcelona,88,3,1,1,0,1,1,1,1,738.0,450000
1256,2,Santo Antônio,62,2,3,3,0,1,1,1,0,395.0,475000
1257,2,Mauá,79,3,1,1,0,1,1,0,1,410.0,495000
1258,2,Nova Gerty,40,1,3,3,0,0,1,0,0,447.0,319000
1259,1,Boa Vista,127,3,3,3,0,1,1,1,1,482.0,530000
1260,2,Centro,150,4,2,2,1,0,1,1,0,478.0,630000
1261,2,Osvaldo Cruz,61,2,2,2,0,1,1,1,1,500.0,510000
1262,2,Santa Maria,76,2,1,1,0,0,1,0,0,12.0,4199000
1263,2,Boa Vista,79,3,1,1,0,1,1,1,1,105.0,700000
1264,2,Olímpico,55,2,1,1,1,1,1,1,0,568.0,2969000
1265,2,Santa Paula,174,3,1,1,0,0,1,1,1,430.0,990000
1266,2,Boa Vista,65,2,2,2,1,1,0,0,0,105.0,365000
1267,2,Olímpico,90,2,3,3,1,0,1,1,0,520.0,850000
1268,2,Santa Paula,90,3,2,2,0,1,1,1,1,19.0,650000
1269,2,Santa Paula,180,3,3,3,1,0,0,1,1,150.0,1200000
1270,2,Santa Maria,67,3,1,1,0,1,1,1,1,515.0,240000
1271,2,Barcelona,65,2,3,3,1,1,1,1,0,508.0,435000
1272,2,Olímpico,70,2,2,2,0,1,1,1,1,550.0,395000
1273,2,Santa Maria,75,2,3,3,1,0,0,1,1,450.0,460000
1274,2,Santa Maria,160,3,5,5,1,1,0,1,1,600.0,7499000
1275,2,Santa Paula,84,3,3,3,0,0,1,0,0,385.0,750000
1276,2,Nova Gerty,140,2,3,3,0,0,0,0,0,561.0,500000
1277,2,Cerâmica,56,2,1,1,0,1,1,1,1,14.0,459000
1278,2,Cerâmica,68,2,2,2,0,1,1,1,1,775.0,720000
1279,2,Santa Maria,64,2,2,2,0,1,1,1,1,450.0,390000
1280,2,Cerâmica,65,2,2,2,0,1,1,1,0,878.0,430000
1281,2,Jardim Sao Caetano,80,3,1,1,0,0,1,1,0,738.0,495000
1282,2,Olímpico,264,3,2,2,0,1,1,1,1,395.0,1980000
1283,2,Santo Antônio,113,2,1,1,0,0,1,1,0,410.0,1130000
1284,2,Fundação,61,2,2,2,0,1,1,1,1,447.0,331000
1285,2,Cerâmica,90,2,1,1,1,1,1,1,0,482.0,990000
1286,2,Santa Paula,106,3,2,2,1,1,1,1,0,478.0,550000
1287,2,Cerâmica,68,2,2,2,0,1,1,0,1,300.0,6498000
1288,2,Barcelona,68,2,2,2,0,1,1,1,1,500.0,450000
1289,2,Barcelona,67,2,2,2,0,1,1,1,0,12.0,455000
1290,2,Barcelona,88,3,2,2,0,1,1,0,1,105.0,450000
1291,2,Santo Antônio,62,2,2,2,0,0,1,0,0,351.0,475000
1292,2,Mauá,79,3,1,1,0,1,1,1,1,568.0,495000
1293,2,Osvaldo Cruz,61,2,2,2,0,1,1,1,1,430.0,510000
1294,2,Santa Maria,76,2,3,3,0,1,1,1,1,105.0,4199000
1295,2,Boa Vista,79,3,2,2,0,1,1,1,1,500.0,700000
1296,2,Olímpico,55,2,3,3,0,0,1,0,0,520.0,2969000
1297,2,Santa Paula,174,3,3,3,0,1,1,1,1,19.0,990000
1298,2,Boa Vista,65,2,3,3,0,1,1,1,1,150.0,365000
1299,2,Olímpico,90,2,1,1,1,1,1,1,0,511.0,850000
1300,2,Santa Paula,90,3,2,2,0,1,1,1,1,508.0,650000
1301,2,Santa Paula,180,3,2,2,1,1,0,0,0,550.0,1200000
1302,2,Santa Maria,67,3,1,1,0,1,1,1,1,1.0,240000
1303,2,Barcelona,65,2,3,3,1,0,1,1,0,450.0,435000
1304,2,Olímpico,70,2,1,1,0,1,1,1,1,600.0,395000
1305,2,Santa Maria,75,2,2,2,1,0,0,1,1,385.0,460000
1306,2,Santa Maria,160,3,2,2,1,1,1,1,0,14.0,7499000
1307,2,Santa Paula,84,3,1,1,0,1,1,1,1,775.0,750000
1308,2,Nova Gerty,140,2,2,2,0,0,0,0,0,450.0,500000
1309,2,Cerâmica,56,2,1,1,1,0,0,1,1,878.0,459000
1310,2,Santa Maria,64,2,2,2,1,1,0,1,1,738.0,390000
1311,2,Cerâmica,65,2,1,1,0,0,1,1,0,395.0,430000
1312,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,410.0,495000
1313,2,Olímpico,264,3,1,1,0,0,1,1,0,447.0,1980000
1314,2,Santo Antônio,113,2,1,1,0,1,1,1,1,482.0,1130000
1315,2,Fundação,61,2,2,2,1,1,1,1,0,478.0,331000
1316,2,Cerâmica,90,2,2,2,1,1,1,1,0,105.0,990000
1317,2,Santa Paula,106,3, -- , -- ,0,1,1,0,1,351.0,550000
1318,2,Cerâmica,68,2,2,2,0,1,1,1,1,568.0,6498000
1319,2,Barcelona,68,2,1,1,0,1,1,1,0,430.0,450000
1320,2,Barcelona,67,2,3,3,0,1,1,0,1,535.0,455000
1321,2,Barcelona,88,3,1,1,0,0,1,0,0,105.0,450000
1322,2,Santo Antônio,62,2,2,2,0,1,1,1,1,500.0,475000
1323,2,Mauá,79,3,2,2,0,1,1,1,1,520.0,495000
1324,2,Nova Gerty,40,1,3,3,1,0,1,1,0,19.0,319000
1325,1,Boa Vista,127,3,3,3,0,1,1,1,1,150.0,530000
1326,2,Centro,150,4,6,6,0,1,1,1,1,511.0,630000
1327,2,Osvaldo Cruz,61,2,2,2,0,1,1,1,1,508.0,510000
1328,2,Santa Maria,76,2,2,2,0,1,1,1,1,550.0,4199000
1329,2,Boa Vista,79,3,4,4,1,1,1,1,0,1.0,700000
1330,2,Olímpico,55,2,2,2,0,0,1,1,1,450.0,2969000
1331,2,Santa Paula,174,3,2,2,0,1,1,1,1,600.0,990000
1332,2,Boa Vista,65,2, -- , -- ,1,1,0,0,0,385.0,365000
1333,2,Olímpico,90,2,1,1,1,0,1,1,0,14.0,850000
1334,2,Santa Paula,90,3,2,2,0,1,1,1,1,775.0,650000
1335,2,Santa Paula,180,3,2,2,1,0,0,1,1,450.0,1200000
1336,2,Santa Maria,67,3,3,3,0,1,1,1,1,878.0,240000
1337,2,Barcelona,65,2,2,2,1,1,1,1,0,738.0,435000
1338,2,Olímpico,70,2,3,3,0,1,1,1,1,395.0,395000
1339,2,Santa Maria,75,2,4,4,1,0,0,1,1,447.0,460000
1340,2,Santa Maria,160,3,2,2,1,1,0,1,1,482.0,7499000
1341,2,Santa Paula,84,3,2,2,0,0,1,1,0,478.0,750000
1342,2,Nova Gerty,140,2,1,1,0,1,1,1,1,351.0,500000
1343,2,Cerâmica,56,2,2,2,0,0,1,1,0,568.0,459000
1344,2,Cerâmica,68,2,2,2,0,1,1,1,1,430.0,720000
1345,2,Santa Maria,64,2,2,2,1,1,1,1,0,535.0,390000
1346,2,Cerâmica,65,2,1,1,1,1,1,1,0,105.0,430000
1347,2,Jardim Sao Caetano,80,3,2,2,0,1,1,0,1,500.0,495000
1348,2,Olímpico,264,3,1,1,0,1,1,1,1,520.0,1980000
1349,2,Santo Antônio,113,2,2,2,0,1,1,1,0,19.0,1130000
1350,2,Fundação,61,2,1,1,0,1,1,0,1,150.0,331000
1351,2,Cerâmica,90,2,2,2,0,0,1,0,0,511.0,990000
1352,2,Santa Paula,106,3,2,2,0,1,1,1,1,515.0,550000
1353,2,Cerâmica,68,2,3,3,0,1,1,1,1,508.0,6498000
1354,2,Barcelona,68,2,1,1,1,0,1,1,0,550.0,450000
1355,2,Barcelona,67,2,1,1,0,1,1,1,1,1.0,455000
1356,2,Barcelona,88,3,1,1,0,1,1,1,1,450.0,450000
1357,2,Santo Antônio,62,2,2,2,0,0,1,0,0,385.0,475000
1358,2,Mauá,79,3,1,1,0,1,1,1,1,561.0,495000
1359,2,Santa Maria,76,2,2,2,0,1,1,1,1,14.0,4199000
1360,2,Boa Vista,79,3,3,3,0,0,1,1,1,450.0,700000
1361,2,Santa Paula,174,3, -- , -- ,0,1,1,1,1,878.0,990000
1362,2,Boa Vista,65,2,2,2,1,1,0,0,0,738.0,365000
1363,2,Olímpico,90,2,2,2,0,1,1,1,1,395.0,850000
1364,2,Santa Paula,90,3,4,4,1,0,1,1,0,410.0,650000
1365,2,Santa Paula,180,3,1,1,0,1,1,1,1,447.0,1200000
1366,2,Santa Maria,67,3,3,3,0,1,1,1,1,478.0,240000
1367,2,Olímpico,70,2,3,3,1,1,1,1,0,300.0,395000
1368,2,Santa Maria,75,2, 2-3 , 2-3 ,0,1,1,1,1,105.0,460000
1369,2,Santa Maria,160,3,2,2,0,0,0,0,0,351.0,7499000
1370,2,Santa Paula,84,3,2,2,1,0,0,1,1,568.0,750000
1371,2,Nova Gerty,140,2,1,1,1,1,0,1,1,430.0,500000
1372,2,Cerâmica,56,2,1,1,0,1,1,1,1,105.0,459000
1373,2,Santa Maria,64,2,2,2,0,0,1,1,0,500.0,390000
1374,2,Cerâmica,65,2,1,1,0,1,1,1,1,520.0,430000
1375,2,Olímpico,264,3,2,2,1,1,1,1,0,19.0,1980000
1376,2,Santo Antônio,113,2,1,1,1,1,1,1,0,150.0,1130000
1377,2,Fundação,61,2,3,3,0,1,1,0,1,511.0,331000
1378,2,Cerâmica,90,2,2,2,0,1,1,1,1,515.0,990000
1379,2,Santa Paula,106,3,1,1,0,1,1,1,0,508.0,550000
1380,2,Cerâmica,68,2,2,2,0,1,1,0,1,550.0,6498000
1381,2,Barcelona,68,2,2,2,0,0,1,0,0,1.0,450000
1382,2,Barcelona,67,2, -- , -- ,0,1,1,1,1,450.0,455000
1383,2,Barcelona,88,3,1,1,0,1,1,1,1,600.0,450000
1384,2,Santo Antônio,62,2,1,1,1,0,1,1,0,385.0,475000
1385,2,Mauá,79,3,3,3,0,1,1,1,1,561.0,495000
1386,2,Nova Gerty,40,1,1,1,0,1,1,1,1,14.0,319000
1387,1,Boa Vista,127,3,3,3,0,0,1,0,0,775.0,530000
1388,2,Fundação,68,2,3,3,0,1,1,1,1,450.0,420000
1389,2,Santo Antônio,160,4,2,2,0,1,1,1,1,878.0,1050000
1390,2,Centro,70,2,1,1,1,1,1,1,0,738.0,500000
1391,2,Santa Maria,150,2,2,2,0,0,1,1,1,395.0,750000
1392,2,Centro,150,4,1,1,0,1,1,1,1,410.0,630000
1393,2,Osvaldo Cruz,61,2,1,1,0,1,1,1,1,482.0,510000
1394,2,Santa Maria,76,2,1,1,1,0,1,1,0,478.0,4199000
1395,2,Boa Vista,79,3,2,2,0,1,1,1,1,351.0,700000
1396,2,Olímpico,55,2,2,2,1,0,0,1,1,568.0,2969000
