,tipo,bairro,area_total,quartos,banheiros,vagas,academia,churrasqueira,elevador,salao_festa,piscina,condominio,preco
3154,2,Cerâmica,56,2,3,3,0,1,1,1,1,450.0,459000
3155,2,Santa Maria,64,2,1,1,0,1,1,1,1,878.0,390000
3156,2,Cerâmica,65,2,3,3,0,0,1,1,0,738.0,430000
3157,2,Olímpico,264,3,1,1,0,1,1,1,1,395.0,1980000
3158,2,Santo Antônio,113,2,2,2,0,0,1,1,0,410.0,1130000
3159,2,Fundação,61,2,1,1,0,1,1,1,1,447.0,331000
3160,2,Cerâmica,90,2,1,1,1,1,1,1,0,482.0,990000
3161,2,Santa Paula,106,3,1,1,1,1,1,1,0,478.0,550000
3162,2,Cerâmica,68,2,4,4,0,1,1,0,1,300.0,6498000
3163,2,Barcelona,68,2,2,2,0,1,1,1,1,500.0,450000
3164,2,Barcelona,67,2,4,4,0,1,1,1,0,12.0,455000
3165,2,Barcelona,88,3,3,3,0,1,1,0,1,600.0,450000
3166,2,Santo Antônio,62,2,2,2,0,0,1,0,0,780.0,475000
3167,2,Mauá,79,3,1,1,0,1,1,1,1,105.0,495000
3168,2,Nova Gerty,40,1,2,2,0,1,1,1,1,351.0,319000
3169,1,Boa Vista,127,3,2,2,1,0,1,1,0,568.0,530000
3170,2,Fundação,68,2,2,2,0,1,1,1,1,430.0,420000
3171,2,Santo Antônio,160,4,1,1,0,1,1,1,1,535.0,1050000
3172,2,Centro,70,2,3,3,0,0,1,0,0,105.0,500000
3173,2,Santa Maria,150,2,3,3,0,1,1,1,1,500.0,750000
3174,2,Centro,150,4,4,4,0,1,1,1,1,520.0,630000
3175,2,Osvaldo Cruz,61,2,4,4,0,0,1,1,1,150.0,510000
3176,2,Santa Maria,76,2,3,3,0,1,1,1,1,511.0,4199000
3177,2,Boa Vista,79,3,3,3,1,1,0,0,0,515.0,700000
3178,2,Olímpico,55,2, 2-3 , 2-3 ,0,1,1,1,1,508.0,2969000
3179,2,Santa Paula,174,3,2,2,1,0,1,1,0,550.0,990000
3180,2,Boa Vista,65,2,2,2,0,1,1,1,1,1.0,365000
3181,2,Olímpico,90,2,2,2,0,1,1,1,1,600.0,850000
3182,2,Santa Paula,90,3,1,1,1,1,1,1,0,385.0,650000
3183,2,Santa Paula,180,3,2,2,0,1,1,1,1,561.0,1200000
3184,2,Santa Maria,67,3,1,1,0,0,0,0,0,14.0,240000
3185,2,Barcelona,65,2,2,2,1,0,0,1,1,775.0,435000
3186,2,Olímpico,70,2,1,1,1,1,0,1,1,450.0,395000
3187,2,Santa Maria,75,2,2,2,0,1,1,1,1,738.0,460000
3188,2,Santa Maria,160,3,1,1,0,0,1,1,0,395.0,7499000
3189,2,Santa Paula,84,3,2,2,0,1,1,1,1,410.0,750000
3190,2,Nova Gerty,140,2,2,2,1,1,1,1,0,447.0,500000
3191,2,Cerâmica,56,2, -- , -- ,1,1,1,1,0,482.0,459000
3192,2,Cerâmica,68,2,1,1,0,1,1,0,1,478.0,720000
3193,2,Santa Maria,64,2,1,1,0,1,1,1,1,105.0,390000
3194,2,Cerâmica,65,2,3,3,0,1,1,1,0,351.0,430000
3195,2,Jardim Sao Caetano,80,3,1,1,0,1,1,0,1,568.0,495000
3196,2,Olímpico,264,3,3,3,0,0,1,0,0,430.0,1980000
3197,2,Santo Antônio,113,2,3,3,0,1,1,1,1,535.0,1130000
3198,2,Fundação,61,2,2,2,0,1,1,1,1,105.0,331000
3199,2,Cerâmica,90,2,1,1,1,0,1,1,0,500.0,990000
3200,2,Santa Paula,106,3,2,2,0,1,1,1,1,520.0,550000
3201,2,Cerâmica,68,2,1,1,0,1,1,1,1,19.0,6498000
3202,2,Barcelona,68,2,1,1,0,0,1,0,0,150.0,450000
3203,2,Barcelona,67,2,1,1,0,1,1,1,1,511.0,455000
3204,2,Barcelona,88,3,1,1,0,1,1,1,1,515.0,450000
3205,2,Santo Antônio,62,2,2,2,1,1,1,1,0,508.0,475000
3206,2,Mauá,79,3,2,2,0,0,1,1,1,550.0,495000
3207,2,Osvaldo Cruz,61,2,3,3,0,1,1,1,1,1.0,510000
3208,2,Santa Maria,76,2,3,3,0,1,1,1,1,600.0,4199000
3209,2,Boa Vista,79,3,1,1,1,0,1,1,0,385.0,700000
3210,2,Olímpico,55,2,3,3,0,1,1,1,1,561.0,2969000
3211,2,Santa Paula,174,3,2,2,1,0,0,1,1,14.0,990000
3212,2,Boa Vista,65,2,3,3,0,1,1,1,1,775.0,365000
3213,2,Olímpico,90,2,3,3,1,1,1,1,0,450.0,850000
3214,2,Santa Paula,90,3,3,3,0,0,0,0,0,738.0,650000
3215,2,Santa Paula,180,3,3,3,1,0,0,1,1,395.0,1200000
3216,2,Santa Maria,67,3,1,1,1,1,0,1,1,410.0,240000
3217,2,Barcelona,65,2,2,2,0,0,1,1,0,447.0,435000
3218,2,Olímpico,70,2,2,2,0,1,1,1,1,482.0,395000
3219,2,Santa Maria,75,2,2,2,0,0,1,1,0,478.0,460000
3220,2,Santa Maria,160,3,2,2,1,1,1,1,0,351.0,7499000
3221,2,Santa Paula,84,3,1,1,1,1,1,1,0,568.0,750000
3222,2,Nova Gerty,140,2,2,2,0,1,1,0,1,430.0,500000
3223,2,Cerâmica,56,2,1,1,0,1,1,1,1,535.0,459000
3224,2,Santa Maria,64,2,2,2,0,1,1,1,0,105.0,390000
3225,2,Cerâmica,65,2,2,2,0,1,1,0,1,500.0,430000
3226,2,Jardim Sao Caetano,80,3,2,2,0,0,1,0,0,520.0,495000
3227,2,Olímpico,264,3,2,2,0,1,1,1,1,19.0,1980000
3228,2,Santo Antônio,113,2,2,2,0,1,1,1,1,150.0,1130000
3229,2,Fundação,61,2,2,2,1,0,1,1,0,511.0,331000
3230,2,Cerâmica,90,2,1,1,0,1,1,1,1,515.0,990000
3231,2,Santa Paula,106,3,2,2,0,1,1,1,1,508.0,550000
3232,2,Cerâmica,68,2,1,1,0,0,1,0,0,550.0,6498000
3233,2,Barcelona,68,2,3,3,0,1,1,1,1,1.0,450000
3234,2,Barcelona,67,2,2,2,0,1,1,1,1,450.0,455000
3235,2,Barcelona,88,3,3,3,1,1,1,1,0,600.0,450000
3236,2,Santo Antônio,62,2,3,3,0,0,1,1,1,385.0,475000
3237,2,Mauá,79,3,3,3,0,1,1,1,1,561.0,495000
3238,2,Nova Gerty,40,1,1,1,1,1,0,0,0,14.0,319000
3239,1,Boa Vista,127,3,2,2,0,1,1,1,1,775.0,530000
3240,2,Centro,150,4,2,2,1,0,1,1,0,450.0,630000
3241,2,Santa Maria,76,2,1,1,1,0,0,1,1,738.0,4199000
3242,2,Boa Vista,79,3,3,3,0,1,1,1,1,395.0,700000
3243,2,Santa Paula,174,3,1,1,1,1,1,1,0,410.0,990000
3244,2,Boa Vista,65,2,2,2,0,1,1,1,1,447.0,365000
3245,2,Olímpico,90,2,1,1,0,0,0,0,0,482.0,850000
3246,2,Santa Paula,90,3,2,2,1,0,0,1,1,478.0,650000
3247,2,Santa Paula,180,3,2,2,0,0,1,1,0,351.0,1200000
3248,2,Santa Maria,67,3,1,1,0,1,1,1,1,568.0,240000
3249,2,Olímpico,70,2,2,2,0,0,1,1,0,430.0,395000
3250,2,Santa Maria,75,2,1,1,0,1,1,1,1,535.0,460000
3251,2,Santa Maria,160,3,2,2,1,1,1,1,0,105.0,7499000
3252,2,Santa Paula,84,3,1,1,1,1,1,1,0,500.0,750000
3253,2,Nova Gerty,140,2,2,2,0,1,1,1,1,19.0,500000
3254,2,Cerâmica,56,2,2,2,0,1,1,1,0,150.0,459000
3255,2,Cerâmica,68,2, -- , -- ,0,1,1,0,1,511.0,720000
3256,2,Santa Maria,64,2,2,2,0,0,1,0,0,515.0,390000
3257,2,Cerâmica,65,2,1,1,0,1,1,1,1,508.0,430000
3258,2,Olímpico,264,3,3,3,0,1,1,1,1,550.0,1980000
3259,2,Santo Antônio,113,2,1,1,1,0,1,1,0,1.0,1130000
3260,2,Fundação,61,2,2,2,0,1,1,1,1,450.0,331000
3261,2,Cerâmica,90,2,2,2,0,1,1,1,1,600.0,990000
3262,2,Santa Paula,106,3,3,3,0,0,1,0,0,385.0,550000
3263,2,Cerâmica,68,2,3,3,0,1,1,1,1,561.0,6498000
3264,2,Barcelona,68,2,6,6,0,1,1,1,1,14.0,450000
3265,2,Barcelona,67,2,4,4,1,1,1,1,0,775.0,455000
3266,2,Barcelona,88,3,2,2,0,0,1,1,1,450.0,450000
3267,2,Santo Antônio,62,2,2,2,0,1,1,1,1,878.0,475000
3268,2,Mauá,79,3,4,4,1,1,0,0,0,738.0,495000
3269,2,Nova Gerty,40,1,2,2,0,1,1,1,1,395.0,319000
3270,1,Boa Vista,127,3,2,2,1,0,1,1,0,410.0,530000
3271,2,Fundação,68,2, -- , -- ,0,1,1,1,1,447.0,420000
3272,2,Santo Antônio,160,4,1,1,1,0,0,1,1,482.0,1050000
3273,2,Santa Maria,76,2,1,1,0,1,1,1,1,478.0,4199000
3274,2,Boa Vista,79,3,2,2,0,1,1,1,1,568.0,700000
3275,2,Santa Paula,174,3,3,3,0,0,0,0,0,430.0,990000
3276,2,Boa Vista,65,2,2,2,1,0,0,1,1,535.0,365000
3277,2,Olímpico,90,2,3,3,1,1,0,1,1,105.0,850000
3278,2,Santa Paula,90,3,1,1,0,0,1,1,0,500.0,650000
3279,2,Santa Paula,180,3,4,4,0,1,1,1,1,520.0,1200000
3280,2,Santa Maria,67,3,2,2,0,1,1,1,1,150.0,240000
3281,2,Olímpico,70,2,1,1,1,1,1,1,0,511.0,395000
3282,2,Santa Maria,75,2,2,2,1,1,1,1,0,515.0,460000
3283,2,Santa Maria,160,3,2,2,0,1,1,0,1,508.0,7499000
3284,2,Santa Paula,84,3,2,2,0,1,1,1,1,550.0,750000
3285,2,Nova Gerty,140,2,1,1,0,1,1,1,0,1.0,500000
3286,2,Cerâmica,56,2,1,1,0,0,1,0,0,385.0,459000
3287,2,Santa Maria,64,2,2,2,0,1,1,1,1,561.0,390000
3288,2,Cerâmica,65,2,1,1,0,1,1,1,1,14.0,430000
3289,2,Olímpico,264,3,2,2,1,0,1,1,0,775.0,1980000
3290,2,Santo Antônio,113,2,2,2,0,1,1,1,1,450.0,1130000
3291,2,Fundação,61,2,3,3,0,1,1,1,1,878.0,331000
3292,2,Cerâmica,90,2,1,1,0,0,1,0,0,738.0,990000
3293,2,Santa Paula,106,3,1,1,0,1,1,1,1,395.0,550000
3294,2,Cerâmica,68,2,1,1,0,1,1,1,1,410.0,6498000
3295,2,Barcelona,68,2,2,2,1,1,1,1,0,447.0,450000
3296,2,Barcelona,67,2,1,1,0,0,1,1,1,482.0,455000
3297,2,Barcelona,88,3,2,2,0,1,1,1,1,478.0,450000
3298,2,Santo Antônio,62,2,2,2,1,1,0,0,0,300.0,475000
3299,2,Mauá,79,3,3,3,0,1,1,1,1,105.0,495000
3300,2,Nova Gerty,40,1, -- , -- ,1,0,1,1,0,351.0,319000
3301,1,Boa Vista,127,3,2,2,0,1,1,1,1,568.0,530000
3302,2,Fundação,68,2,2,2,1,0,0,1,1,430.0,420000
3303,2,Santo Antônio,160,4,4,4,0,1,1,1,1,535.0,1050000
3304,2,Centro,70,2,1,1,1,1,1,1,0,105.0,500000
3305,2,Santa Maria,150,2,4,4,0,1,1,1,1,500.0,750000
3306,2,Centro,150,4,3,3,0,0,0,0,0,520.0,630000
3307,2,Osvaldo Cruz,61,2, 2-3 , 2-3 ,1,1,0,1,1,150.0,510000
3308,2,Santa Maria,76,2,2,2,0,0,1,1,0,511.0,4199000
3309,2,Boa Vista,79,3,2,2,0,1,1,1,1,515.0,700000
3310,2,Olímpico,55,2,1,1,0,0,1,1,0,508.0,2969000
3311,2,Santa Paula,174,3,2,2,0,1,1,1,1,550.0,990000
3312,2,Boa Vista,65,2,1,1,1,1,1,1,0,1.0,365000
3313,2,Olímpico,90,2,1,1,0,1,1,0,1,600.0,850000
3314,2,Santa Paula,90,3,2,2,0,1,1,1,1,385.0,650000
3315,2,Santa Paula,180,3,1,1,0,1,1,1,0,561.0,1200000
3316,2,Santa Maria,67,3,3,3,0,1,1,0,1,14.0,240000
3317,2,Barcelona,65,2,2,2,0,0,1,0,0,775.0,435000
3318,2,Olímpico,70,2,1,1,0,1,1,1,1,450.0,395000
3319,2,Santa Maria,75,2,2,2,1,0,1,1,0,738.0,460000
3320,2,Santa Maria,160,3, -- , -- ,0,1,1,1,1,395.0,7499000
3321,2,Santa Paula,84,3,1,1,0,1,1,1,1,410.0,750000
3322,2,Nova Gerty,140,2,1,1,0,0,1,0,0,447.0,500000
3323,2,Cerâmica,56,2,3,3,0,1,1,1,1,482.0,459000
3324,2,Cerâmica,68,2,1,1,0,1,1,1,1,478.0,720000
3325,2,Santa Maria,64,2,3,3,1,1,1,1,0,105.0,390000
3326,2,Cerâmica,65,2,3,3,0,0,1,1,1,351.0,430000
3327,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,568.0,495000
3328,2,Olímpico,264,3,1,1,1,1,0,0,0,430.0,1980000
3329,2,Santo Antônio,113,2,2,2,0,1,1,1,1,535.0,1130000
3330,2,Fundação,61,2,1,1,1,0,1,1,0,105.0,331000
3331,2,Cerâmica,90,2,1,1,0,1,1,1,1,500.0,990000
3332,2,Santa Paula,106,3,1,1,1,0,0,1,1,520.0,550000
3333,2,Cerâmica,68,2,1,1,0,1,1,1,1,19.0,6498000
3334,2,Barcelona,68,2,2,2,1,1,1,1,0,150.0,450000
3335,2,Barcelona,67,2,2,2,0,1,1,1,1,511.0,455000
3336,2,Barcelona,88,3,3,3,0,0,0,0,0,515.0,450000
3337,2,Santo Antônio,62,2,2,2,1,0,0,1,1,508.0,475000
3338,2,Mauá,79,3,3,3,1,1,0,1,1,550.0,495000
3339,2,Centro,150,4,1,1,0,0,1,1,0,1.0,630000
3340,2,Santa Maria,76,2,2,2,0,0,1,1,0,600.0,4199000
3341,2,Boa Vista,79,3,3,3,0,1,1,1,1,385.0,700000
3342,2,Santa Paula,174,3,3,3,1,1,1,1,0,561.0,990000
3343,2,Boa Vista,65,2,5,5,1,1,1,1,0,14.0,365000
3344,2,Olímpico,90,2,3,3,0,1,1,0,1,775.0,850000
3345,2,Santa Paula,90,3,3,3,0,1,1,1,1,450.0,650000
3346,2,Santa Paula,180,3,2,2,0,1,1,0,1,738.0,1200000
3347,2,Santa Maria,67,3,2,2,0,0,1,0,0,395.0,240000
3348,2,Olímpico,70,2,2,2,0,1,1,1,1,410.0,395000
3349,2,Santa Maria,75,2,1,1,0,1,1,1,1,447.0,460000
3350,2,Santa Maria,160,3,2,2,1,0,1,1,0,482.0,7499000
3351,2,Santa Paula,84,3,1,1,0,1,1,1,1,478.0,750000
3352,2,Nova Gerty,140,2,1,1,0,0,1,0,0,568.0,500000
3353,2,Cerâmica,56,2,2,2,0,1,1,1,1,430.0,459000
3354,2,Cerâmica,68,2,2,2,0,1,1,1,1,105.0,720000
3355,2,Santa Maria,64,2,2,2,1,1,1,1,0,500.0,390000
3356,2,Cerâmica,65,2,2,2,0,0,1,1,1,520.0,430000
3357,2,Olímpico,264,3,2,2,0,1,1,1,1,19.0,1980000
3358,2,Santo Antônio,113,2,2,2,1,1,0,0,0,150.0,1130000
3359,2,Fundação,61,2,1,1,0,1,1,1,1,515.0,331000
3360,2,Cerâmica,90,2,2,2,1,0,1,1,0,508.0,990000
3361,2,Santa Paula,106,3,1,1,0,1,1,1,1,550.0,550000
3362,2,Cerâmica,68,2,3,3,1,0,0,1,1,1.0,6498000
3363,2,Barcelona,68,2,2,2,0,1,1,1,1,450.0,450000
3364,2,Barcelona,67,2,3,3,1,1,1,1,0,600.0,455000
3365,2,Barcelona,88,3,3,3,0,1,1,1,1,385.0,450000
3366,2,Santo Antônio,62,2,3,3,0,0,0,0,0,561.0,475000
3367,2,Mauá,79,3,1,1,1,0,0,1,1,14.0,495000
3368,2,Nova Gerty,40,1,2,2,1,1,0,1,1,775.0,319000
3369,1,Boa Vista,127,3,2,2,0,0,1,1,0,450.0,530000
3370,2,Fundação,68,2,2,2,0,1,1,1,1,878.0,420000
3371,2,Santo Antônio,160,4,1,1,0,0,1,1,0,738.0,1050000
3372,2,Centro,150,4,3,3,0,1,1,1,1,395.0,630000
3373,2,Osvaldo Cruz,61,2,2,2,1,1,1,1,0,447.0,510000
3374,2,Santa Maria,76,2,1,1,0,1,1,0,1,482.0,4199000
3375,2,Boa Vista,79,3,2,2,0,1,1,1,1,478.0,700000
3376,2,Olímpico,55,2,1,1,0,1,1,1,0,300.0,2969000
3377,2,Santa Paula,174,3,2,2,0,1,1,0,1,500.0,990000
3378,2,Boa Vista,65,2,1,1,0,0,1,0,0,12.0,365000
3379,2,Olímpico,90,2,1,1,0,1,1,1,1,351.0,850000
3380,2,Santa Paula,90,3,2,2,1,0,1,1,0,568.0,650000
3381,2,Santa Paula,180,3,1,1,0,1,1,1,1,430.0,1200000
3382,2,Santa Maria,67,3,1,1,0,1,1,1,1,535.0,240000
3383,2,Barcelona,65,2,2,2,0,0,1,0,0,105.0,435000
3384,2,Olímpico,70,2,2,2,0,1,1,1,1,500.0,395000
3385,2,Santa Maria,75,2,2,2,1,1,1,1,0,19.0,460000
3386,2,Santa Maria,160,3,1,1,0,0,1,1,1,150.0,7499000
3387,2,Santa Paula,84,3,3,3,0,1,1,1,1,511.0,750000
3388,2,Nova Gerty,140,2,1,1,1,1,0,0,0,515.0,500000
3389,2,Cerâmica,56,2,2,2,0,1,1,1,1,508.0,459000
3390,2,Cerâmica,68,2,2,2,1,0,1,1,0,550.0,720000
3391,2,Santa Maria,64,2,3,3,0,1,1,1,1,1.0,390000
3392,2,Cerâmica,65,2,3,3,1,0,0,1,1,450.0,430000
3393,2,Jardim Sao Caetano,80,3,6,6,0,1,1,1,1,600.0,495000
3394,2,Olímpico,264,3,4,4,1,1,1,1,0,385.0,1980000
3395,2,Santo Antônio,113,2,2,2,0,1,1,1,1,561.0,1130000
3396,2,Fundação,61,2,2,2,0,0,0,0,0,14.0,331000
3397,2,Cerâmica,90,2,4,4,1,0,0,1,1,775.0,990000
3398,2,Santa Paula,106,3,2,2,1,1,0,1,1,450.0,550000
3399,2,Cerâmica,68,2,2,2,0,0,1,1,0,878.0,6498000
3400,2,Barcelona,68,2, -- , -- ,0,1,1,1,1,738.0,450000
3401,2,Barcelona,67,2,1,1,0,0,1,1,0,395.0,455000
3402,2,Barcelona,88,3,1,1,0,1,1,1,1,410.0,450000
3403,2,Santo Antônio,62,2,2,2,1,1,1,1,0,447.0,475000
3404,2,Mauá,79,3,2,2,1,1,1,1,0,482.0,495000
3405,2,Centro,150,4,3,3,0,1,1,0,1,478.0,630000
3406,2,Santa Maria,76,2,3,3,0,1,1,1,0,351.0,4199000
3407,2,Boa Vista,79,3,1,1,0,1,1,0,1,568.0,700000
3408,2,Santa Paula,174,3,4,4,0,0,1,0,0,430.0,990000
3409,2,Boa Vista,65,2,2,2,0,1,1,1,1,535.0,365000
3410,2,Olímpico,90,2,2,2,0,1,1,1,1,105.0,850000
3411,2,Santa Paula,90,3,1,1,1,0,1,1,0,500.0,650000
3412,2,Santa Paula,180,3,2,2,0,1,1,1,1,19.0,1200000
3413,2,Santa Maria,67,3,2,2,0,0,1,0,0,150.0,240000
3414,2,Olímpico,70,2,1,1,0,1,1,1,1,511.0,395000
3415,2,Santa Maria,75,2,2,2,0,1,1,1,1,515.0,460000
3416,2,Santa Maria,160,3,1,1,1,1,1,1,0,508.0,7499000
3417,2,Santa Paula,84,3,2,2,0,0,1,1,1,550.0,750000
3418,2,Nova Gerty,140,2,2,2,1,1,0,0,0,450.0,500000
3419,2,Cerâmica,56,2,2,2,0,1,1,1,1,600.0,459000
3420,2,Cerâmica,68,2,3,3,1,0,1,1,0,385.0,720000
3421,2,Santa Maria,64,2,1,1,0,1,1,1,1,561.0,390000
3422,2,Cerâmica,65,2,1,1,1,0,0,1,1,14.0,430000
3423,2,Olímpico,264,3,1,1,0,1,1,1,1,775.0,1980000
3424,2,Santo Antônio,113,2,2,2,1,1,1,1,0,450.0,1130000
3425,2,Fundação,61,2,1,1,0,1,1,1,1,878.0,331000
3426,2,Cerâmica,90,2,2,2,0,0,0,0,0,738.0,990000
3427,2,Santa Paula,106,3,2,2,1,0,0,1,1,395.0,550000
3428,2,Cerâmica,68,2,3,3,1,1,0,1,1,410.0,6498000
3429,2,Barcelona,68,2, -- , -- ,0,0,1,1,0,447.0,450000
3430,2,Barcelona,67,2,2,2,0,0,1,1,0,482.0,455000
3431,2,Barcelona,88,3,2,2,0,1,1,1,1,478.0,450000
3432,2,Santo Antônio,62,2,4,4,1,1,1,1,0,105.0,475000
3433,2,Mauá,79,3,1,1,0,1,1,0,1,351.0,495000
3434,2,Nova Gerty,40,1,4,4,0,1,1,1,1,568.0,319000
3435,1,Boa Vista,127,3,3,3,0,1,1,1,0,430.0,530000
3436,2,Fundação,68,2,3,3,0,1,1,0,1,535.0,420000
3437,2,Santo Antônio,160,4, 2-3 , 2-3 ,0,0,1,0,0,105.0,1050000
3438,2,Centro,150,4,2,2,0,1,1,1,1,500.0,630000
3439,2,Osvaldo Cruz,61,2,1,1,0,1,1,1,1,19.0,510000
3440,2,Santa Maria,76,2,2,2,0,1,1,1,1,150.0,4199000
3441,2,Boa Vista,79,3,1,1,0,0,1,0,0,511.0,700000
3442,2,Olímpico,55,2,2,2,0,1,1,1,1,515.0,2969000
3443,2,Santa Paula,174,3,1,1,0,1,1,1,1,508.0,990000
3444,2,Boa Vista,65,2,2,2,1,1,1,1,0,550.0,365000
3445,2,Olímpico,90,2,3,3,1,1,0,0,0,450.0,850000
3446,2,Santa Paula,90,3,2,2,0,1,1,1,1,600.0,650000
3447,2,Santa Paula,180,3,1,1,1,0,1,1,0,385.0,1200000
3448,2,Santa Maria,67,3,2,2,0,1,1,1,1,561.0,240000
3449,2,Barcelona,65,2,2,2,1,0,0,1,1,14.0,435000
3450,2,Olímpico,70,2, -- , -- ,0,1,1,1,1,775.0,395000
3451,2,Santa Maria,75,2,1,1,0,1,1,1,1,878.0,460000
3452,2,Santa Maria,160,3,3,3,0,0,0,0,0,738.0,7499000
3453,2,Santa Paula,84,3,1,1,1,0,0,1,1,395.0,750000
3454,2,Nova Gerty,140,2,3,3,1,1,0,1,1,410.0,500000
3455,2,Cerâmica,56,2,3,3,0,0,1,0,0,447.0,459000
3456,2,Cerâmica,68,2,2,2,0,0,0,0,0,482.0,720000
3457,2,Santa Maria,64,2,1,1,0,1,1,1,1,478.0,390000
3458,2,Cerâmica,65,2,2,2,0,1,1,1,1,105.0,430000
3459,2,Jardim Sao Caetano,80,3,1,1,0,0,1,1,0,351.0,495000
3460,2,Olímpico,264,3,1,1,0,1,1,1,1,568.0,1980000
3461,2,Santo Antônio,113,2,1,1,0,0,1,1,0,430.0,1130000
3462,2,Fundação,61,2,1,1,0,1,1,1,1,535.0,331000
3463,2,Cerâmica,90,2,2,2,1,1,1,1,0,105.0,990000
3464,2,Santa Paula,106,3,2,2,1,1,1,1,0,500.0,550000
3465,2,Cerâmica,68,2,3,3,0,1,1,0,1,520.0,6498000
3466,2,Barcelona,68,2,2,2,0,1,1,1,1,19.0,450000
3467,2,Barcelona,67,2,3,3,0,1,1,1,0,150.0,455000
3468,2,Barcelona,88,3,1,1,0,1,1,0,1,511.0,450000
3469,2,Santo Antônio,62,2,3,3,0,0,1,0,0,515.0,475000
3470,2,Mauá,79,3,2,2,0,1,1,1,1,508.0,495000
3471,2,Centro,150,4,3,3,0,1,1,1,1,550.0,630000
3472,2,Osvaldo Cruz,61,2,5,5,0,1,1,1,1,450.0,510000
3473,2,Santa Maria,76,2,3,3,0,1,1,1,1,600.0,4199000
3474,2,Boa Vista,79,3,3,3,0,0,1,0,0,385.0,700000
3475,2,Olímpico,55,2,1,1,0,1,1,1,1,561.0,2969000
3476,2,Santa Paula,174,3,2,2,0,1,1,1,1,14.0,990000
3477,2,Boa Vista,65,2,2,2,1,1,1,1,0,775.0,365000
3478,2,Olímpico,90,2,1,1,0,1,1,1,1,878.0,850000
3479,2,Santa Paula,90,3,2,2,1,1,0,0,0,738.0,650000
3480,2,Santa Paula,180,3,1,1,0,1,1,1,1,395.0,1200000
3481,2,Santa Maria,67,3,2,2,1,0,1,1,0,410.0,240000
3482,2,Barcelona,65,2,1,1,0,1,1,1,1,447.0,435000
3483,2,Olímpico,70,2,2,2,1,0,0,1,1,482.0,395000
3484,2,Santa Maria,75,2,2,2,1,1,1,1,0,568.0,460000
3485,2,Santa Maria,160,3,2,2,0,1,1,1,1,430.0,7499000
3486,2,Santa Paula,84,3,2,2,0,0,0,0,0,105.0,750000
3487,2,Nova Gerty,140,2,2,2,1,0,0,1,1,500.0,500000
3488,2,Cerâmica,56,2,1,1,1,1,0,1,1,520.0,459000
3489,2,Cerâmica,68,2,2,2,0,0,1,1,0,19.0,720000
3490,2,Santa Maria,64,2,1,1,0,1,1,1,1,150.0,390000
3491,2,Cerâmica,65,2,3,3,0,0,1,1,0,515.0,430000
3492,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,508.0,495000
3493,2,Olímpico,264,3,3,3,1,1,1,1,0,550.0,1980000
3494,2,Santo Antônio,113,2,3,3,1,1,1,1,0,1.0,1130000
3495,2,Fundação,61,2,3,3,0,1,1,0,1,450.0,331000
3496,2,Cerâmica,90,2,1,1,0,1,1,1,1,385.0,990000
3497,2,Santa Paula,106,3,2,2,0,1,1,1,0,561.0,550000
3498,2,Cerâmica,68,2,2,2,0,1,1,0,1,14.0,6498000
3499,2,Barcelona,68,2,2,2,0,0,1,0,0,775.0,450000
3500,2,Barcelona,67,2,1,1,0,1,1,1,1,450.0,455000
3501,2,Barcelona,88,3,3,3,0,1,1,1,1,878.0,450000
3502,2,Santo Antônio,62,2,1,1,1,0,1,1,0,738.0,475000
3503,2,Mauá,79,3,2,2,0,1,1,1,1,395.0,495000
3504,2,Centro,150,4,1,1,0,1,1,1,1,410.0,630000
3505,2,Osvaldo Cruz,61,2,1,1,0,1,1,1,1,482.0,510000
3506,2,Santa Maria,76,2,2,2,0,1,1,1,1,478.0,4199000
3507,2,Boa Vista,79,3,1,1,1,1,1,1,0,300.0,700000
3508,2,Olímpico,55,2,2,2,0,0,1,1,1,500.0,2969000
3509,2,Santa Paula,174,3,1,1,0,1,1,1,1,12.0,990000
3510,2,Boa Vista,65,2,2,2,1,1,0,0,0,600.0,365000
3511,2,Olímpico,90,2,1,1,1,0,1,1,0,105.0,850000
3512,2,Santa Paula,90,3,2,2,0,1,1,1,1,568.0,650000
3513,2,Santa Paula,180,3,2,2,1,0,0,1,1,430.0,1200000
3514,2,Santa Maria,67,3, -- , -- ,0,1,1,1,1,105.0,240000
3515,2,Barcelona,65,2,2,2,1,1,1,1,0,500.0,435000
3516,2,Olímpico,70,2,1,1,0,1,1,1,1,520.0,395000
3517,2,Santa Maria,75,2,1,1,1,0,0,1,1,150.0,460000
3518,2,Santa Maria,160,3,2,2,1,1,0,1,1,515.0,7499000
3519,2,Santa Paula,84,3,2,2,0,1,1,1,1,508.0,750000
3520,2,Nova Gerty,140,2,3,3,0,0,1,1,0,550.0,500000
3521,2,Cerâmica,56,2,3,3,0,1,1,1,1,1.0,459000
3522,2,Cerâmica,68,2,6,6,1,1,1,1,0,450.0,720000
3523,2,Santa Maria,64,2,4,4,1,1,1,1,0,600.0,390000
3524,2,Cerâmica,65,2,2,2,0,1,1,0,1,385.0,430000
3525,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,561.0,495000
3526,2,Olímpico,264,3,4,4,0,1,1,1,0,14.0,1980000
3527,2,Santo Antônio,113,2,2,2,0,1,1,0,1,775.0,1130000
